Algorithm,Processors,Size(bytes),Avg_Latency(us)
5,64,524288,1508.85
5,64,1048576,2491.49
5,96,1,37.57
5,96,2,19.59
5,96,4,3.41
5,96,8,4.20
5,96,16,3.21
5,96,32,4.65
5,96,64,5.05
5,96,128,14.99
5,96,256,22.09
5,96,512,20.91
5,96,1024,31.92
5,96,2048,32.53
5,96,4096,42.55
5,96,8192,55.86
5,96,16384,80.45
5,96,32768,137.75
5,96,65536,278.44
5,96,131072,502.59
5,96,262144,1106.69
5,96,524288,1646.01
5,96,1048576,3174.37
5,128,1,5.12
5,128,2,19.26
5,128,4,4.63
5,128,8,4.40
5,128,16,4.77
5,128,32,4.65
5,128,64,5.32
5,128,128,18.21
5,128,256,25.85
5,128,512,22.59
5,128,1024,34.63
5,128,2048,34.44
5,128,4096,45.82
5,128,8192,62.01
5,128,16384,100.30
5,128,32768,204.71
5,128,65536,326.52
5,128,131072,685.52
5,128,262144,1581.59
5,128,524288,2230.68
5,128,1048576,4210.45
5,176,1,128.04
5,176,2,10.14
5,176,4,6.48
5,176,8,4.25
5,176,16,5.06
5,176,32,5.68
5,176,64,7.53
5,176,128,15.76
5,176,256,25.38
5,176,512,25.22
5,176,1024,25.91
5,176,2048,36.63
5,176,4096,58.92
5,176,8192,76.03
5,176,16384,150.53
5,176,32768,261.61
5,176,65536,512.22
5,176,131072,938.91
5,176,262144,1980.13
5,176,524288,2737.29
5,176,1048576,7199.48
5,224,1,383.11
5,224,2,15.77
5,224,4,11.94
5,224,8,6.13
5,224,16,11.67
5,224,32,10.04
5,224,64,14.83
5,224,128,24.96
5,224,256,36.33
5,224,512,19.39
5,224,1024,23.92
5,224,2048,40.50
5,224,4096,59.65
5,224,8192,102.42
5,224,16384,185.95
5,224,32768,340.48
5,224,65536,463.10
5,224,131072,1870.04
5,224,262144,2943.08
5,224,524288,4817.46
5,224,1048576,10498.08
5,256,1,3.83
5,256,2,20.70
5,256,4,0.94
5,256,8,5.93
5,256,16,5.10
5,256,32,5.60
5,256,64,9.44
5,256,128,19.80
5,256,256,57.98
5,256,512,24.48
5,256,1024,29.32
5,256,2048,36.64
5,256,4096,68.89
5,256,8192,120.48
5,256,16384,221.17
5,256,32768,504.67
5,256,65536,1149.05
5,256,131072,2366.78
5,256,262144,2470.13
5,256,524288,8223.45
5,256,1048576,14672.91
0,2,1,10.32
0,2,2,0.23
0,2,4,0.18
0,2,8,0.18
0,2,16,0.19
0,2,32,0.20
0,2,64,0.18
0,2,128,1.59
0,2,256,7.04
0,2,512,1.22
0,2,1024,1.27
0,2,2048,1.46
0,2,4096,4.26
0,2,8192,5.16
0,2,16384,5.90
0,2,32768,6.18
0,2,65536,7.89
0,2,131072,14.71
0,2,262144,22.02
0,2,524288,43.03
0,2,1048576,80.98
0,4,1,0.88
0,4,2,0.52
0,4,4,0.22
0,4,8,0.20
0,4,16,0.19
0,4,32,0.86
0,4,64,0.84
0,4,128,2.64
0,4,256,7.01
0,4,512,2.51
0,4,1024,2.59
0,4,2048,4.74
0,4,4096,7.92
0,4,8192,12.94
0,4,16384,5.48
0,4,32768,6.23
0,4,65536,10.17
0,4,131072,21.84
0,4,262144,44.21
0,4,524288,89.54
0,4,1048576,246.66
0,8,1,297.20
0,8,2,0.83
0,8,4,0.54
0,8,8,0.90
0,8,16,0.93
0,8,32,1.32
0,8,64,0.90
0,8,128,8.83
0,8,256,4.90
0,8,512,7.66
0,8,1024,4.95
0,8,2048,9.80
0,8,4096,16.73
0,8,8192,18.07
0,8,16384,23.89
0,8,32768,11.23
0,8,65536,24.70
0,8,131072,54.90
0,8,262144,101.37
0,8,524288,245.94
0,8,1048576,427.00
0,16,1,71.26
0,16,2,1.26
0,16,4,2.30
0,16,8,1.84
0,16,16,1.26
0,16,32,1.14
0,16,64,1.62
0,16,128,10.77
0,16,256,8.92
0,16,512,7.66
0,16,1024,9.43
0,16,2048,9.05
0,16,4096,19.96
0,16,8192,17.11
0,16,16384,21.29
0,16,32768,34.26
0,16,65536,74.89
0,16,131072,133.75
0,16,262144,291.91
0,16,524288,539.06
0,16,1048576,1683.11
0,32,1,6.38
0,32,2,2.76
0,32,4,1.55
0,32,8,1.57
0,32,16,1.98
0,32,32,1.75
0,32,64,2.10
0,32,128,11.14
0,32,256,10.23
0,32,512,10.51
0,32,1024,11.03
0,32,2048,16.51
0,32,4096,19.92
0,32,8192,29.02
0,32,16384,26.88
0,32,32768,29.06
0,32,65536,50.66
0,32,131072,123.02
0,32,262144,263.64
0,32,524288,535.88
0,32,1048576,999.83
0,48,1,17.38
0,48,2,3.46
0,48,4,3.30
0,48,8,2.79
0,48,16,2.84
0,48,32,3.01
0,48,64,5.04
0,48,128,13.92
0,48,256,12.87
0,48,512,14.08
0,48,1024,18.03
0,48,2048,18.96
0,48,4096,28.64
0,48,8192,30.69
0,48,16384,30.23
0,48,32768,41.42
0,48,65536,58.37
0,48,131072,154.03
0,48,262144,262.06
0,48,524288,621.08
0,48,1048576,1105.81
0,64,1,2.24
0,64,2,6.60
0,64,4,2.46
0,64,8,2.11
0,64,16,2.30
0,64,32,2.43
0,64,64,25.65
0,64,128,10.83
0,64,256,13.18
0,64,512,11.31
0,64,1024,10.80
0,64,2048,16.94
0,64,4096,33.56
0,64,8192,30.00
0,64,16384,27.77
0,64,32768,49.37
0,64,65536,69.00
0,64,131072,152.82
0,64,262144,322.94
0,64,524288,721.70
0,64,1048576,1174.92
0,96,1,2.02
0,96,2,10.44
0,96,4,2.83
0,96,8,2.32
0,96,16,2.15
0,96,32,2.61
0,96,64,3.44
0,96,128,13.13
0,96,256,17.46
0,96,512,16.03
0,96,1024,23.78
0,96,2048,27.99
0,96,4096,36.81
0,96,8192,40.88
0,96,16384,32.58
0,96,32768,54.57
0,96,65536,91.27
0,96,131072,215.54
0,96,262144,465.29
0,96,524288,978.84
0,96,1048576,1713.71
0,128,1,3.84
0,128,2,20.21
0,128,4,3.87
0,128,8,4.39
0,128,16,2.77
0,128,32,8.96
0,128,64,5.89
0,128,128,16.48
0,128,256,24.39
0,128,512,21.54
0,128,1024,33.73
0,128,2048,31.79
0,128,4096,43.71
0,128,8192,59.63
0,128,16384,107.52
0,128,32768,169.06
0,128,65536,94.29
0,128,131072,245.39
0,128,262144,476.24
0,128,524288,992.84
0,128,1048576,1863.91
0,176,1,74.76
0,176,2,9.55
0,176,4,6.45
0,176,8,4.65
0,176,16,5.63
0,176,32,6.89
0,176,64,10.77
0,176,128,15.58
0,176,256,24.44
0,176,512,25.28
0,176,1024,178.89
0,176,2048,39.00
0,176,4096,61.26
0,176,8192,76.09
0,176,16384,155.50
0,176,32768,271.12
0,176,65536,125.47
0,176,131072,255.53
0,176,262144,535.79
0,176,524288,1052.46
0,176,1048576,2140.06
0,224,1,38.60
0,224,2,19.35
0,224,4,11.20
0,224,8,10.43
0,224,16,12.41
0,224,32,15.97
0,224,64,17.97
0,224,128,16.85
0,224,256,18.06
0,224,512,32.06
0,224,1024,32.67
0,224,2048,40.24
0,224,4096,63.74
0,224,8192,109.14
0,224,16384,173.37
0,224,32768,368.05
0,224,65536,118.38
0,224,131072,262.52
0,224,262144,492.20
0,224,524288,1037.98
0,224,1048576,1924.55
0,256,1,1.85
0,256,2,1.81
0,256,4,1.05
0,256,8,1.21
0,256,16,1.15
0,256,32,1.46
0,256,64,0.96
0,256,128,15.05
0,256,256,22.93
0,256,512,13.82
0,256,1024,34.13
0,256,2048,33.59
0,256,4096,46.31
0,256,8192,55.58
0,256,16384,166.75
0,256,32768,56.03
0,256,65536,101.41
0,256,131072,226.26
0,256,262144,469.32
0,256,524288,944.05
0,256,1048576,1931.37
1,2,1,2997.57
1,2,2,0.19
1,2,4,0.15
1,2,8,0.17
1,2,16,0.17
1,2,32,0.16
1,2,64,0.18
1,2,128,1.34
1,2,256,5.84
1,2,512,1.18
1,2,1024,1.32
1,2,2048,1.29
1,2,4096,3.72
1,2,8192,4.58
1,2,16384,5.56
1,2,32768,6.14
1,2,65536,8.61
1,2,131072,13.42
1,2,262144,22.13
1,2,524288,41.50
1,2,1048576,88.30
1,4,1,0.98
1,4,2,0.26
1,4,4,0.16
1,4,8,0.16
1,4,16,0.15
1,4,32,1.35
1,4,64,0.15
1,4,128,2.45
1,4,256,2.92
1,4,512,2.81
1,4,1024,2.84
1,4,2048,4.80
1,4,4096,7.65
1,4,8192,10.78
1,4,16384,6.62
1,4,32768,7.15
1,4,65536,11.04
1,4,131072,23.02
1,4,262144,43.52
1,4,524288,86.29
1,4,1048576,196.13
1,8,1,4.90
1,8,2,1.06
1,8,4,2.97
1,8,8,0.87
1,8,16,0.86
1,8,32,1.83
1,8,64,1.22
1,8,128,8.81
1,8,256,7.29
1,8,512,10.04
1,8,1024,10.02
1,8,2048,13.29
1,8,4096,18.12
1,8,8192,23.43
1,8,16384,8.11
1,8,32768,13.14
1,8,65536,35.79
1,8,131072,52.08
1,8,262144,89.29
1,8,524288,256.20
1,8,1048576,548.95
1,16,1,1430.90
1,16,2,5.39
1,16,4,0.85
1,16,8,1.49
1,16,16,1.26
1,16,32,1.83
1,16,64,2.93
1,16,128,14.33
1,16,256,18.40
1,16,512,13.31
1,16,1024,18.23
1,16,2048,27.67
1,16,4096,33.73
1,16,8192,42.72
1,16,16384,12.62
1,16,32768,22.60
1,16,65536,52.60
1,16,131072,98.06
1,16,262144,226.24
1,16,524288,479.93
1,16,1048576,931.02
1,32,1,2.34
1,32,2,5.17
1,32,4,2.99
1,32,8,2.83
1,32,16,3.25
1,32,32,3.41
1,32,64,5.53
1,32,128,30.04
1,32,256,26.05
1,32,512,27.66
1,32,1024,35.09
1,32,2048,52.94
1,32,4096,74.55
1,32,8192,83.04
1,32,16384,22.84
1,32,32768,52.68
1,32,65536,104.42
1,32,131072,218.25
1,32,262144,471.37
1,32,524288,1008.65
1,32,1048576,1940.24
1,48,1,23.82
1,48,2,4.08
1,48,4,6.09
1,48,8,4.96
1,48,16,5.00
1,48,32,5.86
1,48,64,6.57
1,48,128,44.65
1,48,256,46.61
1,48,512,49.31
1,48,1024,64.13
1,48,2048,74.69
1,48,4096,104.83
1,48,8192,123.49
1,48,16384,39.35
1,48,32768,64.98
1,48,65536,173.45
1,48,131072,342.19
1,48,262144,852.31
1,48,524288,1236.87
1,48,1048576,2841.04
1,64,1,5.24
1,64,2,14.87
1,64,4,4.64
1,64,8,9.02
1,64,16,5.70
1,64,32,5.48
1,64,64,13.58
1,64,128,82.42
1,64,256,91.49
1,64,512,55.34
1,64,1024,58.29
1,64,2048,74.31
1,64,4096,131.53
1,64,8192,173.51
1,64,16384,60.25
1,64,32768,82.81
1,64,65536,190.29
1,64,131072,434.83
1,64,262144,1032.35
1,64,524288,2268.13
1,64,1048576,3959.48
1,96,1,7.45
1,96,2,74.57
1,96,4,11.45
1,96,8,10.34
1,96,16,12.02
1,96,32,11.27
1,96,64,14.00
1,96,128,131.13
1,96,256,101.37
1,96,512,91.49
1,96,1024,106.91
1,96,2048,171.68
1,96,4096,206.69
1,96,8192,263.70
1,96,16384,83.54
1,96,32768,184.55
1,96,65536,454.32
1,96,131072,1230.25
1,96,262144,2173.69
1,96,524288,3570.13
1,96,1048576,8166.92
1,128,1,17.85
1,128,2,99.70
1,128,4,12.73
1,128,8,12.55
1,128,16,13.25
1,128,32,30.55
1,128,64,16.65
1,128,128,136.84
1,128,256,114.91
1,128,512,110.16
1,128,1024,141.63
1,128,2048,197.56
1,128,4096,280.91
1,128,8192,366.26
1,128,16384,126.91
1,128,32768,364.95
1,128,65536,618.80
1,128,131072,1389.97
1,128,262144,3299.63
1,128,524288,7110.82
1,128,1048576,14016.56
1,176,1,2.56
1,176,2,124.26
1,176,4,34.66
1,176,8,24.28
1,176,16,26.17
1,176,32,39.82
1,176,64,33.20
1,176,128,207.27
1,176,256,224.19
1,176,512,152.29
1,176,1024,204.67
1,176,2048,294.79
1,176,4096,202.91
1,176,8192,488.48
1,176,16384,109.86
1,176,32768,211.17
1,176,65536,613.54
1,176,131072,1490.33
1,176,262144,2543.48
1,176,524288,6216.18
1,176,1048576,10855.88
1,224,1,1.81
1,224,2,152.66
1,224,4,42.70
1,224,8,64.72
1,224,16,36.78
1,224,32,33.85
1,224,64,40.99
1,224,128,247.99
1,224,256,249.36
1,224,512,203.21
1,224,1024,214.01
1,224,2048,277.70
1,224,4096,480.48
1,224,8192,568.81
1,224,16384,140.25
1,224,32768,265.62
1,224,65536,605.74
1,224,131072,1294.05
1,224,262144,2470.42
1,224,524288,7910.43
1,224,1048576,12979.09
1,256,1,50.75
1,256,2,37.72
1,256,4,48.72
1,256,8,36.96
1,256,16,37.37
1,256,32,39.70
1,256,64,39.17
1,256,128,188.58
1,256,256,343.35
1,256,512,191.29
1,256,1024,272.34
1,256,2048,293.96
1,256,4096,498.73
1,256,8192,649.01
1,256,16384,159.88
1,256,32768,258.46
1,256,65536,683.70
1,256,131072,1392.59
1,256,262144,2678.96
1,256,524288,5309.31
1,256,1048576,14263.38
2,2,1,4090.02
2,2,2,0.25
2,2,4,0.22
2,2,8,0.22
2,2,16,0.23
2,2,32,0.21
2,2,64,0.24
2,2,128,1.49
2,2,256,8.17
2,2,512,1.61
2,2,1024,1.51
2,2,2048,1.55
2,2,4096,6.47
2,2,8192,4.61
2,2,16384,5.38
2,2,32768,5.68
2,2,65536,8.22
2,2,131072,15.85
2,2,262144,26.47
2,2,524288,45.45
2,2,1048576,85.51
2,4,1,0.79
2,4,2,0.24
2,4,4,0.20
2,4,8,0.19
2,4,16,0.18
2,4,32,0.17
2,4,64,0.17
2,4,128,2.72
2,4,256,4.36
2,4,512,2.85
2,4,1024,2.65
2,4,2048,4.71
2,4,4096,8.04
2,4,8192,12.94
2,4,16384,5.19
2,4,32768,5.99
2,4,65536,8.87
2,4,131072,21.16
2,4,262144,43.70
2,4,524288,93.82
2,4,1048576,187.74
2,8,1,6.00
2,8,2,0.44
2,8,4,1.98
2,8,8,0.61
2,8,16,0.49
2,8,32,0.62
2,8,64,0.57
2,8,128,9.08
2,8,256,4.71
2,8,512,6.00
2,8,1024,5.07
2,8,2048,10.48
2,8,4096,16.73
2,8,8192,15.80
2,8,16384,14.12
2,8,32768,14.18
2,8,65536,24.57
2,8,131072,52.12
2,8,262144,112.39
2,8,524288,237.20
2,8,1048576,528.62
2,16,1,15.84
2,16,2,2.30
2,16,4,1.49
2,16,8,1.19
2,16,16,1.24
2,16,32,1.74
2,16,64,11.05
2,16,128,12.05
2,16,256,11.06
2,16,512,9.99
2,16,1024,9.15
2,16,2048,10.79
2,16,4096,23.90
2,16,8192,22.24
2,16,16384,22.75
2,16,32768,38.17
2,16,65536,52.67
2,16,131072,105.79
2,16,262144,227.73
2,16,524288,465.37
2,16,1048576,953.78
2,32,1,17.64
2,32,2,3.73
2,32,4,2.94
2,32,8,2.12
2,32,16,2.52
2,32,32,2.48
2,32,64,2.79
2,32,128,12.68
2,32,256,14.68
2,32,512,13.98
2,32,1024,17.38
2,32,2048,27.69
2,32,4096,30.37
2,32,8192,37.83
2,32,16384,33.21
2,32,32768,58.04
2,32,65536,79.19
2,32,131072,165.66
2,32,262144,321.92
2,32,524288,613.08
2,32,1048576,1187.16
2,48,1,17.27
2,48,2,8.08
2,48,4,4.40
2,48,8,5.75
2,48,16,3.82
2,48,32,5.09
2,48,64,4.83
2,48,128,17.36
2,48,256,17.99
2,48,512,21.57
2,48,1024,38.47
2,48,2048,28.96
2,48,4096,41.46
2,48,8192,50.17
2,48,16384,50.68
2,48,32768,64.30
2,48,65536,134.10
2,48,131072,213.29
2,48,262144,379.47
2,48,524288,773.78
2,48,1048576,1498.52
2,64,1,4.36
2,64,2,9.70
2,64,4,4.48
2,64,8,4.09
2,64,16,3.48
2,64,32,3.87
2,64,64,10.78
2,64,128,32.65
2,64,256,26.98
2,64,512,23.94
2,64,1024,25.68
2,64,2048,29.26
2,64,4096,49.91
2,64,8192,58.89
2,64,16384,72.72
2,64,32768,80.39
2,64,65536,131.89
2,64,131072,326.83
2,64,262144,464.48
2,64,524288,948.72
2,64,1048576,1785.42
2,96,1,6.40
2,96,2,42.57
2,96,4,5.77
2,96,8,6.12
2,96,16,6.10
2,96,32,7.02
2,96,64,7.47
2,96,128,50.85
2,96,256,41.11
2,96,512,37.65
2,96,1024,49.43
2,96,2048,57.76
2,96,4096,72.20
2,96,8192,88.20
2,96,16384,113.61
2,96,32768,116.36
2,96,65536,177.22
2,96,131072,366.18
2,96,262144,688.08
2,96,524288,1340.10
2,96,1048576,2717.44
2,128,1,9.63
2,128,2,43.66
2,128,4,8.21
2,128,8,7.44
2,128,16,9.35
2,128,32,8.84
2,128,64,8.82
2,128,128,64.37
2,128,256,48.49
2,128,512,42.73
2,128,1024,57.94
2,128,2048,69.64
2,128,4096,89.57
2,128,8192,107.40
2,128,16384,131.36
2,128,32768,159.37
2,128,65536,254.39
2,128,131072,470.32
2,128,262144,910.81
2,128,524288,1793.84
2,128,1048576,3545.27
2,176,1,5002.26
2,176,2,38.47
2,176,4,33.16
2,176,8,10.77
2,176,16,11.27
2,176,32,11.97
2,176,64,13.39
2,176,128,89.13
2,176,256,75.48
2,176,512,61.65
2,176,1024,76.26
2,176,2048,97.16
2,176,4096,136.72
2,176,8192,169.26
2,176,16384,1260.42
2,176,32768,320.11
2,176,65536,318.26
2,176,131072,608.17
2,176,262144,1105.19
2,176,524288,2177.37
2,176,1048576,4222.07
2,224,1,5441.45
2,224,2,60.01
2,224,4,23.00
2,224,8,18.85
2,224,16,20.89
2,224,32,24.41
2,224,64,25.76
2,224,128,130.76
2,224,256,101.36
2,224,512,79.80
2,224,1024,101.34
2,224,2048,124.96
2,224,4096,183.83
2,224,8192,216.67
2,224,16384,258.64
2,224,32768,266.70
2,224,65536,396.54
2,224,131072,748.37
2,224,262144,1368.42
2,224,524288,2644.77
2,224,1048576,5304.78
2,256,1,18.88
2,256,2,113.58
2,256,4,9.18
2,256,8,9.10
2,256,16,8.62
2,256,32,9.99
2,256,64,10.74
2,256,128,77.62
2,256,256,192.52
2,256,512,81.64
2,256,1024,97.37
2,256,2048,122.03
2,256,4096,223.80
2,256,8192,265.26
2,256,16384,258.49
2,256,32768,294.36
2,256,65536,448.21
2,256,131072,856.19
2,256,262144,1469.20
2,256,524288,2874.34
2,256,1048576,5666.78
5,2,1,895.61
5,2,2,0.21
5,2,4,0.21
5,2,8,0.21
5,2,16,0.18
5,2,32,0.20
5,2,64,0.19
5,2,128,1.24
5,2,256,5.80
5,2,512,1.19
5,2,1024,1.19
5,2,2048,1.48
5,2,4096,7.59
5,2,8192,5.44
5,2,16384,5.47
5,2,32768,6.21
5,2,65536,8.36
5,2,131072,14.02
5,2,262144,23.63
5,2,524288,46.09
5,2,1048576,86.51
5,4,1,1.82
5,4,2,0.34
5,4,4,0.24
5,4,8,0.20
5,4,16,0.23
5,4,32,0.88
5,4,64,0.78
5,4,128,2.54
5,4,256,4.30
5,4,512,2.26
5,4,1024,4.03
5,4,2048,4.62
5,4,4096,7.07
5,4,8192,13.72
5,4,16384,8.07
5,4,32768,10.78
5,4,65536,12.47
5,4,131072,23.29
5,4,262144,39.51
5,4,524288,76.56
5,4,1048576,193.13
5,8,1,64.63
5,8,2,1.08
5,8,4,1.09
5,8,8,0.85
5,8,16,1.13
5,8,32,1.10
5,8,64,0.87
5,8,128,7.20
5,8,256,4.57
5,8,512,6.42
5,8,1024,7.25
5,8,2048,16.73
5,8,4096,12.93
5,8,8192,17.39
5,8,16384,14.45
5,8,32768,21.33
5,8,65536,40.85
5,8,131072,64.62
5,8,262144,125.85
5,8,524288,263.01
5,8,1048576,490.93
5,16,1,3.62
5,16,2,3.12
5,16,4,1.56
5,16,8,1.54
5,16,16,2.06
5,16,32,1.29
5,16,64,1.87
5,16,128,8.87
5,16,256,7.35
5,16,512,8.50
5,16,1024,12.37
5,16,2048,9.31
5,16,4096,19.47
5,16,8192,24.55
5,16,16384,26.28
5,16,32768,39.18
5,16,65536,73.06
5,16,131072,133.67
5,16,262144,272.08
5,16,524288,509.30
5,16,1048576,1026.60
5,32,1,4.42
5,32,2,4.19
5,32,4,2.07
5,32,8,2.13
5,32,16,1.87
5,32,32,2.26
5,32,64,24.71
5,32,128,11.46
5,32,256,12.13
5,32,512,16.61
5,32,1024,20.26
5,32,2048,18.02
5,32,4096,26.98
5,32,8192,33.84
5,32,16384,43.51
5,32,32768,72.01
5,32,65536,125.01
5,32,131072,250.75
5,32,262144,510.14
5,32,524288,942.53
5,32,1048576,1839.76
5,48,1,45.94
5,48,2,5.11
5,48,4,3.34
5,48,8,4.70
5,48,16,3.49
5,48,32,3.24
5,48,64,4.13
5,48,128,15.14
5,48,256,11.66
5,48,512,14.88
5,48,1024,14.50
5,48,2048,19.24
5,48,4096,34.03
5,48,8192,43.39
5,48,16384,58.50
5,48,32768,104.31
5,48,65536,168.33
5,48,131072,319.48
5,48,262144,623.37
5,48,524288,1270.56
5,48,1048576,2504.37
5,64,1,2.80
5,64,2,11.28
5,64,4,2.26
5,64,8,2.42
5,64,16,2.16
5,64,32,2.41
5,64,64,4.71
5,64,128,14.97
5,64,256,15.72
5,64,512,14.57
5,64,1024,18.34
5,64,2048,20.29
5,64,4096,34.57
5,64,8192,45.23
5,64,16384,65.93
5,64,32768,113.92
5,64,65536,211.26
5,64,131072,406.29
5,64,262144,811.17
5,64,524288,1555.36
5,64,1048576,3020.52
5,96,1,4.26
5,96,2,16.99
5,96,4,3.64
5,96,8,4.21
5,96,16,3.22
5,96,32,3.80
5,96,64,5.34
5,96,128,14.99
5,96,256,22.49
5,96,512,37.95
5,96,1024,32.10
5,96,2048,31.90
5,96,4096,41.29
5,96,8192,55.31
5,96,16384,75.81
5,96,32768,142.70
5,96,65536,301.34
5,96,131072,528.55
5,96,262144,1216.20
5,96,524288,1664.76
5,96,1048576,3317.00
5,128,1,5.63
5,128,2,13.75
5,128,4,4.22
5,128,8,5.13
5,128,16,4.15
5,128,32,4.54
5,128,64,5.82
5,128,128,17.80
5,128,256,24.15
5,128,512,23.46
5,128,1024,55.74
5,128,2048,34.24
5,128,4096,45.14
5,128,8192,62.58
5,128,16384,96.68
5,128,32768,172.23
5,128,65536,319.15
5,128,131072,657.69
5,128,262144,1361.53
5,128,524288,2210.12
5,128,1048576,4183.55
5,176,1,643.07
5,176,2,10.78
5,176,4,6.28
5,176,8,4.73
5,176,16,4.96
5,176,32,5.91
5,176,64,6.27
5,176,128,15.16
5,176,256,26.07
5,176,512,23.74
5,176,1024,24.29
5,176,2048,33.97
5,176,4096,65.83
5,176,8192,76.52
5,176,16384,140.31
5,176,32768,375.21
5,176,65536,507.43
5,176,131072,1077.08
5,176,262144,2068.74
5,176,524288,2743.89
5,176,1048576,6738.13
5,224,1,1680.89
5,224,2,20.02
5,224,4,12.41
5,224,8,11.59
5,224,16,9.84
5,224,32,9.50
5,224,64,13.12
5,224,128,16.39
5,224,256,32.69
5,224,512,34.29
5,224,1024,22.20
5,224,2048,39.62
5,224,4096,65.82
5,224,8192,108.83
5,224,16384,209.62
5,224,32768,345.22
5,224,65536,723.08
5,224,131072,1324.49
5,224,262144,3704.00
5,224,524288,3485.66
5,224,1048576,14992.47
5,256,1,3.39
5,256,2,5.23
5,256,4,6.42
5,256,8,5.84
5,256,16,5.52
5,256,32,5.89
5,256,64,9.13
5,256,128,19.70
5,256,256,56.87
5,256,512,25.24
5,256,1024,30.04
5,256,2048,38.39
5,256,4096,76.02
5,256,8192,118.65
5,256,16384,219.66
5,256,32768,451.39
5,256,65536,1120.01
5,256,131072,2368.94
5,256,262144,4081.44
5,256,524288,6453.87
5,256,1048576,8997.76
0,2,1,8.50
0,2,2,1.26
0,2,4,0.23
0,2,8,0.20
0,2,16,0.18
0,2,32,0.17
0,2,64,0.20
0,2,128,1.51
0,2,256,5.50
0,2,512,1.27
0,2,1024,1.32
0,2,2048,1.39
0,2,4096,3.67
0,2,8192,4.70
0,2,16384,5.33
0,2,32768,5.77
0,2,65536,7.51
0,2,131072,15.18
0,2,262144,23.83
0,2,524288,41.88
0,2,1048576,82.34
0,4,1,53.61
0,4,2,0.29
0,4,4,0.21
0,4,8,0.20
0,4,16,0.23
0,4,32,0.83
0,4,64,0.28
0,4,128,3.16
0,4,256,3.67
0,4,512,2.49
0,4,1024,2.34
0,4,2048,6.33
0,4,4096,7.88
0,4,8192,11.82
0,4,16384,5.33
0,4,32768,7.12
0,4,65536,11.37
0,4,131072,21.54
0,4,262144,43.74
0,4,524288,86.95
0,4,1048576,246.63
0,8,1,509.97
0,8,2,0.56
0,8,4,2.04
0,8,8,0.80
0,8,16,2.12
0,8,32,1.29
0,8,64,0.85
0,8,128,6.52
0,8,256,5.30
0,8,512,5.50
0,8,1024,4.98
0,8,2048,11.15
0,8,4096,15.36
0,8,8192,16.76
0,8,16384,15.99
0,8,32768,12.63
0,8,65536,25.70
0,8,131072,49.62
0,8,262144,100.70
0,8,524288,217.90
0,8,1048576,448.37
0,16,1,2.02
0,16,2,2.95
0,16,4,1.09
0,16,8,1.20
0,16,16,1.46
0,16,32,1.31
0,16,64,0.76
0,16,128,9.86
0,16,256,10.58
0,16,512,6.87
0,16,1024,7.85
0,16,2048,14.44
0,16,4096,30.04
0,16,8192,18.98
0,16,16384,23.33
0,16,32768,33.10
0,16,65536,70.72
0,16,131072,140.60
0,16,262144,263.07
0,16,524288,528.53
0,16,1048576,1748.09
0,32,1,8.09
0,32,2,2.67
0,32,4,1.55
0,32,8,1.15
0,32,16,1.38
0,32,32,2.60
0,32,64,1.75
0,32,128,8.31
0,32,256,12.26
0,32,512,11.49
0,32,1024,14.07
0,32,2048,17.99
0,32,4096,19.58
0,32,8192,29.98
0,32,16384,20.83
0,32,32768,30.98
0,32,65536,53.52
0,32,131072,106.87
0,32,262144,257.03
0,32,524288,509.17
0,32,1048576,927.21
0,48,1,11.68
0,48,2,6.82
0,48,4,3.19
0,48,8,2.90
0,48,16,2.64
0,48,32,2.73
0,48,64,3.12
0,48,128,10.42
0,48,256,10.49
0,48,512,10.61
0,48,1024,13.79
0,48,2048,17.67
0,48,4096,24.27
0,48,8192,31.91
0,48,16384,26.75
0,48,32768,35.89
0,48,65536,62.29
0,48,131072,112.48
0,48,262144,217.79
0,48,524288,527.84
0,48,1048576,1073.41
0,64,1,1.69
0,64,2,11.31
0,64,4,2.15
0,64,8,2.24
0,64,16,2.13
0,64,32,2.47
0,64,64,3.78
0,64,128,10.90
0,64,256,13.63
0,64,512,11.58
0,64,1024,10.73
0,64,2048,17.01
0,64,4096,36.85
0,64,8192,33.84
0,64,16384,33.78
0,64,32768,45.89
0,64,65536,73.95
0,64,131072,126.82
0,64,262144,329.48
0,64,524288,700.49
0,64,1048576,1173.23
0,96,1,2.90
0,96,2,10.67
0,96,4,3.34
0,96,8,2.24
0,96,16,2.92
0,96,32,2.58
0,96,64,3.10
0,96,128,14.55
0,96,256,17.18
0,96,512,18.02
0,96,1024,24.12
0,96,2048,29.26
0,96,4096,34.76
0,96,8192,43.51
0,96,16384,35.78
0,96,32768,50.98
0,96,65536,100.01
0,96,131072,137.72
0,96,262144,335.38
0,96,524288,679.29
0,96,1048576,1413.44
0,128,1,4.74
0,128,2,20.07
0,128,4,4.17
0,128,8,3.61
0,128,16,4.97
0,128,32,5.12
0,128,64,5.33
0,128,128,18.45
0,128,256,24.37
0,128,512,36.77
0,128,1024,36.03
0,128,2048,34.60
0,128,4096,45.81
0,128,8192,67.73
0,128,16384,127.32
0,128,32768,181.86
0,128,65536,115.61
0,128,131072,240.86
0,128,262144,501.84
0,128,524288,1125.28
0,128,1048576,1907.98
0,176,1,77.03
0,176,2,14.53
0,176,4,5.00
0,176,8,5.86
0,176,16,4.69
0,176,32,4.53
0,176,64,6.41
