Algorithm,Processors,Size(bytes),Avg_Latency(us)
1,8,1,1.07
1,8,2,0.74
1,8,4,2.56
1,8,8,0.95
1,8,16,1.02
1,8,32,1.89
1,8,64,1.10
1,8,128,8.38
1,8,256,7.42
1,8,512,8.61
1,8,1024,8.50
1,8,2048,11.64
1,8,4096,18.24
1,8,8192,21.30
1,8,16384,8.83
1,8,32768,11.08
1,8,65536,21.78
1,8,131072,45.78
1,8,262144,98.76
1,8,524288,204.16
1,8,1048576,421.78
1,16,1,1.45
1,16,2,3.51
1,16,4,1.61
1,16,8,1.84
1,16,16,2.36
1,16,32,1.84
1,16,64,2.66
1,16,128,14.38
1,16,256,15.46
1,16,512,13.24
1,16,1024,15.36
1,16,2048,25.65
1,16,4096,35.93
1,16,8192,36.16
1,16,16384,15.81
1,16,32768,20.22
1,16,65536,47.46
1,16,131072,91.48
1,16,262144,203.23
1,16,524288,505.60
1,16,1048576,1052.64
1,32,1,2.84
1,32,2,6.78
1,32,4,3.37
1,32,8,3.76
1,32,16,3.83
1,32,32,4.50
1,32,64,5.97
1,32,128,24.13
1,32,256,26.50
1,32,512,34.36
1,32,1024,31.06
1,32,2048,42.88
1,32,4096,61.57
1,32,8192,76.05
1,32,16384,25.16
1,32,32768,52.86
1,32,65536,99.45
1,32,131072,220.37
1,32,262144,484.67
1,32,524288,1041.62
1,32,1048576,1874.92
1,48,1,6.07
1,48,2,7.41
1,48,4,7.27
1,48,8,5.95
1,48,16,5.59
1,48,32,5.98
1,48,64,3.40
1,48,128,45.09
1,48,256,41.86
1,48,512,48.00
1,48,1024,52.83
1,48,2048,70.71
1,48,4096,99.87
1,48,8192,129.78
1,48,16384,38.70
1,48,32768,79.51
1,48,65536,161.32
1,48,131072,356.04
1,48,262144,821.23
1,48,524288,1650.75
1,48,1048576,3073.82
1,64,1,11.11
1,64,2,12.83
1,64,4,4.22
1,64,8,4.44
1,64,16,4.92
1,64,32,4.75
1,64,64,12.48
1,64,128,77.36
1,64,256,73.67
1,64,512,58.00
1,64,1024,57.69
1,64,2048,77.55
1,64,4096,132.00
1,64,8192,160.22
1,64,16384,54.20
1,64,32768,88.74
1,64,65536,241.27
1,64,131072,493.82
1,64,262144,1080.22
1,64,524288,2279.66
1,64,1048576,4069.90
1,96,1,10.13
1,96,2,78.62
1,96,4,10.17
1,96,8,10.87
1,96,16,10.61
1,96,32,13.12
1,96,64,13.95
1,96,128,108.90
1,96,256,96.86
1,96,512,85.10
1,96,1024,122.69
1,96,2048,149.50
1,96,4096,202.62
1,96,8192,258.46
1,96,16384,78.35
1,96,32768,172.88
1,96,65536,428.59
1,96,131072,1297.84
1,96,262144,2368.82
1,96,524288,3866.25
1,96,1048576,8170.60
1,128,1,15.18
1,128,2,106.14
1,128,4,18.13
1,128,8,15.04
1,128,16,16.87
1,128,32,16.83
1,128,64,19.98
1,128,128,168.95
1,128,256,124.67
1,128,512,113.56
1,128,1024,143.29
1,128,2048,206.32
1,128,4096,286.61
1,128,8192,357.13
1,128,16384,108.61
1,128,32768,308.55
1,128,65536,791.83
1,128,131072,1863.60
1,128,262144,3644.06
1,128,524288,8376.05
1,128,1048576,13633.56
1,176,1,3.59
1,176,2,92.56
1,176,4,10.71
1,176,8,11.33
1,176,16,17.46
1,176,32,12.68
1,176,64,13.86
1,176,128,210.19
1,176,256,186.74
1,176,512,145.18
1,176,1024,180.71
1,176,2048,275.73
1,176,4096,398.98
1,176,8192,482.62
1,176,16384,134.82
1,176,32768,257.05
1,176,65536,645.23
1,176,131072,1756.70
1,176,262144,3193.09
1,176,524288,6117.31
1,176,1048576,11095.23
1,224,1,3814.71
1,224,2,143.09
1,224,4,53.32
1,224,8,35.01
1,224,16,41.83
1,224,32,61.35
1,224,64,37.47
1,224,128,238.33
1,224,256,245.96
1,224,512,206.92
1,224,1024,222.19
1,224,2048,273.25
1,224,4096,472.68
1,224,8192,565.74
1,224,16384,138.92
1,224,32768,304.56
1,224,65536,626.12
1,224,131072,1495.36
1,224,262144,2316.72
1,224,524288,7611.89
1,224,1048576,11271.97
1,256,1,45.85
1,256,2,50.77
1,256,4,35.00
1,256,8,49.30
1,256,16,37.25
1,256,32,37.57
1,256,64,38.41
1,256,128,199.61
1,256,256,357.42
1,256,512,197.33
1,256,1024,255.12
1,256,2048,290.78
1,256,4096,495.13
1,256,8192,602.34
1,256,16384,133.84
1,256,32768,232.61
1,256,65536,655.36
1,256,131072,1487.83
1,256,262144,2650.32
1,256,524288,6341.33
1,256,1048576,12965.29
2,2,1,682.54
2,2,2,0.24
2,2,4,0.22
2,2,8,0.20
2,2,16,0.16
2,2,32,0.17
2,2,64,0.21
2,2,128,1.46
2,2,256,5.75
2,2,512,1.25
2,2,1024,1.28
2,2,2048,1.55
2,2,4096,7.27
2,2,8192,4.82
2,2,16384,5.34
2,2,32768,7.44
2,2,65536,8.27
2,2,131072,12.77
2,2,262144,24.66
2,2,524288,41.42
2,2,1048576,85.15
2,4,1,1.75
2,4,2,0.39
2,4,4,0.19
2,4,8,0.18
2,4,16,0.19
2,4,32,0.97
2,4,64,0.18
2,4,128,2.89
2,4,256,2.86
2,4,512,2.64
2,4,1024,2.86
2,4,2048,4.85
2,4,4096,7.45
2,4,8192,10.24
2,4,16384,5.48
2,4,32768,6.83
2,4,65536,13.40
2,4,131072,25.98
2,4,262144,44.72
2,4,524288,91.42
2,4,1048576,191.99
2,8,1,1.47
2,8,2,0.58
2,8,4,2.36
2,8,8,0.65
2,8,16,0.63
2,8,32,0.90
2,8,64,0.72
2,8,128,6.30
2,8,256,5.80
2,8,512,6.05
2,8,1024,6.88
2,8,2048,9.59
2,8,4096,13.49
2,8,8192,16.89
2,8,16384,11.29
2,8,32768,16.21
2,8,65536,30.38
2,8,131072,53.84
2,8,262144,108.80
2,8,524288,241.81
2,8,1048576,577.05
2,16,1,8.31
2,16,2,3.45
2,16,4,2.77
2,16,8,0.94
2,16,16,1.68
2,16,32,1.08
2,16,64,1.35
2,16,128,8.55
2,16,256,9.76
2,16,512,7.47
2,16,1024,13.94
2,16,2048,12.97
2,16,4096,20.73
2,16,8192,24.04
2,16,16384,21.93
2,16,32768,32.59
2,16,65536,49.47
2,16,131072,91.71
2,16,262144,221.75
2,16,524288,488.92
2,16,1048576,938.57
2,32,1,10.90
2,32,2,3.44
2,32,4,1.88
2,32,8,2.73
2,32,16,2.06
2,32,32,2.86
2,32,64,3.57
2,32,128,12.69
2,32,256,12.73
2,32,512,14.56
2,32,1024,17.37
2,32,2048,25.25
2,32,4096,29.67
2,32,8192,35.66
2,32,16384,33.12
2,32,32768,47.59
2,32,65536,77.69
2,32,131072,149.95
2,32,262144,296.32
2,32,524288,616.53
2,32,1048576,1134.96
2,48,1,15.92
2,48,2,5.33
2,48,4,4.16
2,48,8,3.96
2,48,16,4.21
2,48,32,5.26
2,48,64,17.58
2,48,128,17.83
2,48,256,19.00
2,48,512,19.92
2,48,1024,24.28
2,48,2048,32.36
2,48,4096,45.05
2,48,8192,52.18
2,48,16384,52.15
2,48,32768,68.49
2,48,65536,105.91
2,48,131072,191.08
2,48,262144,384.52
2,48,524288,781.20
2,48,1048576,1522.09
2,64,1,4.18
2,64,2,8.76
2,64,4,3.57
2,64,8,4.02
2,64,16,3.21
2,64,32,3.71
2,64,64,8.25
2,64,128,33.48
2,64,256,26.34
2,64,512,23.92
2,64,1024,26.22
2,64,2048,27.33
2,64,4096,48.41
2,64,8192,58.69
2,64,16384,72.49
2,64,32768,89.75
2,64,65536,144.09
2,64,131072,234.39
2,64,262144,492.28
2,64,524288,893.71
2,64,1048576,1718.38
2,96,1,7.20
2,96,2,50.77
2,96,4,6.64
2,96,8,6.79
2,96,16,6.40
2,96,32,7.36
2,96,64,7.64
2,96,128,50.11
2,96,256,42.32
2,96,512,38.06
2,96,1024,48.28
2,96,2048,56.78
2,96,4096,67.21
2,96,8192,84.07
2,96,16384,86.66
2,96,32768,119.58
2,96,65536,174.86
2,96,131072,355.54
2,96,262144,700.91
2,96,524288,1420.69
2,96,1048576,2717.88
2,128,1,8.50
2,128,2,48.22
2,128,4,8.34
2,128,8,7.52
2,128,16,9.45
2,128,32,8.64
2,128,64,9.33
2,128,128,65.91
2,128,256,45.75
2,128,512,44.07
2,128,1024,57.71
2,128,2048,67.74
2,128,4096,91.07
2,128,8192,104.70
2,128,16384,119.57
2,128,32768,185.31
2,128,65536,226.93
2,128,131072,438.39
2,128,262144,888.01
2,128,524288,1716.23
2,128,1048576,3422.13
2,176,1,224.55
2,176,2,43.40
2,176,4,17.43
2,176,8,10.89
2,176,16,12.00
2,176,32,12.60
2,176,64,14.85
2,176,128,82.65
2,176,256,76.91
2,176,512,67.49
2,176,1024,75.65
2,176,2048,113.69
2,176,4096,140.45
2,176,8192,167.91
2,176,16384,198.69
2,176,32768,241.02
2,176,65536,327.00
2,176,131072,599.78
2,176,262144,1121.78
2,176,524288,2179.84
2,176,1048576,4214.09
2,224,1,4682.67
2,224,2,62.22
2,224,4,22.86
2,224,8,19.36
2,224,16,26.93
2,224,32,21.38
2,224,64,28.65
2,224,128,128.67
2,224,256,114.78
2,224,512,99.44
2,224,1024,93.14
2,224,2048,129.66
2,224,4096,187.03
2,224,8192,225.58
2,224,16384,250.42
2,224,32768,307.61
2,224,65536,477.26
2,224,131072,722.54
2,224,262144,1367.85
2,224,524288,2668.76
2,224,1048576,5157.83
2,256,1,20.85
2,256,2,14.27
2,256,4,10.30
2,256,8,9.96
2,256,16,9.81
2,256,32,10.65
2,256,64,11.82
2,256,128,81.43
2,256,256,202.29
2,256,512,84.87
2,256,1024,110.42
2,256,2048,116.28
2,256,4096,228.18
2,256,8192,275.08
2,256,16384,281.08
2,256,32768,305.44
2,256,65536,883.68
2,256,131072,851.90
2,256,262144,1716.50
2,256,524288,2872.35
2,256,1048576,5719.91
5,2,1,4006.45
5,2,2,0.21
5,2,4,0.20
5,2,8,0.18
5,2,16,0.19
5,2,32,0.20
5,2,64,0.22
5,2,128,1.39
5,2,256,10.08
5,2,512,1.30
5,2,1024,1.29
5,2,2048,1.39
5,2,4096,3.85
5,2,8192,4.23
5,2,16384,6.61
5,2,32768,7.05
5,2,65536,7.56
5,2,131072,12.62
5,2,262144,27.47
5,2,524288,48.80
5,2,1048576,92.76
5,4,1,0.90
5,4,2,0.21
5,4,4,0.27
5,4,8,0.21
5,4,16,0.52
5,4,32,1.12
5,4,64,0.78
5,4,128,2.49
5,4,256,4.51
5,4,512,2.29
5,4,1024,4.11
5,4,2048,5.35
5,4,4096,7.99
5,4,8192,10.61
5,4,16384,7.75
5,4,32768,10.53
5,4,65536,12.06
5,4,131072,20.71
5,4,262144,39.08
5,4,524288,76.33
5,4,1048576,185.78
5,8,1,292.96
5,8,2,0.87
5,8,4,0.79
5,8,8,0.71
5,8,16,1.05
5,8,32,1.60
5,8,64,0.96
5,8,128,7.63
5,8,256,4.71
5,8,512,8.37
5,8,1024,5.30
5,8,2048,14.17
5,8,4096,12.79
5,8,8192,16.67
5,8,16384,14.63
5,8,32768,21.49
5,8,65536,38.59
5,8,131072,68.27
5,8,262144,116.91
5,8,524288,265.67
5,8,1048576,489.46
5,16,1,3.25
5,16,2,2.86
5,16,4,2.19
5,16,8,1.19
5,16,16,6.71
5,16,32,1.41
5,16,64,1.58
5,16,128,10.45
5,16,256,8.65
5,16,512,8.44
5,16,1024,9.80
5,16,2048,15.48
5,16,4096,18.75
5,16,8192,25.85
5,16,16384,26.72
5,16,32768,49.68
5,16,65536,73.62
5,16,131072,134.96
5,16,262144,270.47
5,16,524288,526.62
5,16,1048576,1052.79
5,32,1,6.17
5,32,2,2.93
5,32,4,2.12
5,32,8,1.95
5,32,16,1.62
5,32,32,2.05
5,32,64,2.88
5,32,128,12.45
5,32,256,10.73
5,32,512,11.76
5,32,1024,15.26
5,32,2048,18.74
5,32,4096,26.72
5,32,8192,34.48
5,32,16384,42.14
5,32,32768,72.78
5,32,65536,135.82
5,32,131072,253.30
5,32,262144,488.57
5,32,524288,922.44
5,32,1048576,1813.13
5,48,1,17.09
5,48,2,4.94
5,48,4,4.60
5,48,8,3.45
5,48,16,3.40
5,48,32,7.07
5,48,64,26.53
5,48,128,13.26
5,48,256,15.59
5,48,512,13.04
5,48,1024,15.97
5,48,2048,20.56
5,48,4096,34.11
5,48,8192,42.38
5,48,16384,57.02
5,48,32768,100.56
5,48,65536,179.77
5,48,131072,325.52
5,48,262144,651.69
5,48,524288,1257.75
5,48,1048576,2530.09
5,64,1,5.56
5,64,2,17.87
5,64,4,2.28
5,64,8,2.77
5,64,16,2.16
5,64,32,2.42
5,64,64,4.86
5,64,128,13.16
5,64,256,15.21
5,64,512,15.12
5,64,1024,18.62
5,64,2048,20.22
5,64,4096,34.74
5,64,8192,45.86
5,64,16384,65.35
5,64,32768,110.13
5,64,65536,210.49
5,64,131072,411.62
5,64,262144,796.81
5,64,524288,1597.16
5,64,1048576,2919.29
5,96,1,4.66
5,96,2,19.21
5,96,4,3.33
5,96,8,3.82
5,96,16,3.27
5,96,32,3.52
5,96,64,4.83
5,96,128,15.01
5,96,256,22.81
5,96,512,21.30
5,96,1024,32.50
5,96,2048,31.86
5,96,4096,41.41
5,96,8192,54.40
5,96,16384,77.88
5,96,32768,152.13
5,96,65536,272.89
5,96,131072,506.35
5,96,262144,1080.30
5,96,524288,1686.27
5,96,1048576,3249.88
5,128,1,27.62
5,128,2,19.54
5,128,4,4.14
5,128,8,4.10
5,128,16,3.96
5,128,32,4.36
5,128,64,5.31
5,128,128,16.99
5,128,256,23.65
5,128,512,23.10
5,128,1024,33.58
5,128,2048,33.86
5,128,4096,43.82
5,128,8192,58.60
5,128,16384,92.28
5,128,32768,153.33
5,128,65536,310.16
5,128,131072,609.48
5,128,262144,1300.56
5,128,524288,2199.26
5,128,1048576,4467.71
5,176,1,3676.88
5,176,2,37.90
5,176,4,6.45
5,176,8,5.16
5,176,16,5.90
5,176,32,4.70
5,176,64,6.56
5,176,128,21.30
5,176,256,43.82
5,176,512,25.17
5,176,1024,23.18
5,176,2048,35.61
5,176,4096,69.31
5,176,8192,79.26
5,176,16384,155.96
5,176,32768,242.20
5,176,65536,391.37
5,176,131072,762.56
5,176,262144,1507.17
5,176,524288,2848.44
5,176,1048576,6417.16
5,224,1,787.26
5,224,2,46.43
5,224,4,11.90
5,224,8,10.79
5,224,16,11.30
5,224,32,10.95
5,224,64,21.67
5,224,128,31.55
5,224,256,26.98
5,224,512,33.42
5,224,1024,28.49
5,224,2048,38.60
5,224,4096,68.17
5,224,8192,116.19
5,224,16384,220.96
5,224,32768,375.23
5,224,65536,896.76
5,224,131072,1788.08
5,224,262144,1951.41
5,224,524288,3763.90
5,224,1048576,8247.45
5,256,1,7.51
5,256,2,4.15
5,256,4,6.01
5,256,8,5.84
5,256,16,5.52
5,256,32,4.90
5,256,64,13.43
5,256,128,18.80
5,256,256,64.54
5,256,512,23.76
5,256,1024,27.29
5,256,2048,34.04
5,256,4096,68.64
5,256,8192,106.50
5,256,16384,187.29
5,256,32768,556.75
5,256,65536,1098.39
5,256,131072,2359.39
5,256,262144,2021.07
5,256,524288,4644.86
5,256,1048576,8784.82
0,2,1,5.36
0,2,2,1.38
0,2,4,0.15
0,2,8,0.20
0,2,16,0.18
0,2,32,0.18
0,2,64,0.20
0,2,128,1.38
0,2,256,6.42
0,2,512,1.49
0,2,1024,2.07
0,2,2048,1.75
0,2,4096,3.48
0,2,8192,4.83
0,2,16384,5.43
0,2,32768,5.79
0,2,65536,8.05
0,2,131072,12.47
0,2,262144,27.55
0,2,524288,42.38
0,2,1048576,80.37
0,4,1,1.19
0,4,2,0.24
0,4,4,0.23
0,4,8,0.23
0,4,16,0.20
0,4,32,0.20
0,4,64,0.80
0,4,128,2.50
0,4,256,7.13
0,4,512,2.70
0,4,1024,5.31
0,4,2048,4.58
0,4,4096,8.43
0,4,8192,15.71
0,4,16384,5.20
0,4,32768,5.98
0,4,65536,10.71
0,4,131072,20.03
0,4,262144,40.43
0,4,524288,88.59
0,4,1048576,246.24
0,8,1,4.30
0,8,2,0.76
0,8,4,1.43
0,8,8,0.62
0,8,16,0.71
0,8,32,1.36
0,8,64,0.87
0,8,128,9.70
0,8,256,4.43
0,8,512,9.62
0,8,1024,4.92
0,8,2048,13.05
0,8,4096,15.38
0,8,8192,17.02
0,8,16384,15.71
0,8,32768,10.84
0,8,65536,23.95
0,8,131072,49.15
0,8,262144,98.68
0,8,524288,233.50
0,8,1048576,564.59
0,16,1,1.34
0,16,2,4.00
0,16,4,1.77
0,16,8,0.69
0,16,16,1.60
0,16,32,1.19
0,16,64,0.73
0,16,128,9.53
0,16,256,10.51
0,16,512,9.57
0,16,1024,15.49
0,16,2048,8.66
0,16,4096,18.36
0,16,8192,22.11
0,16,16384,23.75
0,16,32768,36.70
0,16,65536,70.54
0,16,131072,140.24
0,16,262144,254.19
0,16,524288,541.22
0,16,1048576,1766.52
0,32,1,4.37
0,32,2,4.44
0,32,4,1.88
0,32,8,2.01
0,32,16,1.66
0,32,32,2.03
0,32,64,2.86
0,32,128,10.35
0,32,256,9.62
0,32,512,13.42
0,32,1024,11.12
0,32,2048,19.20
0,32,4096,23.04
0,32,8192,29.31
0,32,16384,18.20
0,32,32768,34.44
0,32,65536,49.71
0,32,131072,99.33
0,32,262144,216.25
0,32,524288,514.84
0,32,1048576,908.78
0,48,1,20.66
0,48,2,4.62
0,48,4,5.43
0,48,8,2.82
0,48,16,2.41
0,48,32,3.38
0,48,64,13.18
0,48,128,11.39
0,48,256,11.79
0,48,512,11.72
0,48,1024,12.23
0,48,2048,22.84
0,48,4096,27.66
0,48,8192,33.55
0,48,16384,27.46
0,48,32768,31.39
0,48,65536,71.76
0,48,131072,137.39
0,48,262144,296.00
0,48,524288,550.80
0,48,1048576,1039.32
0,64,1,1.69
0,64,2,9.27
0,64,4,2.05
0,64,8,0.91
0,64,16,1.33
0,64,32,1.73
0,64,64,3.20
0,64,128,10.73
0,64,256,13.74
0,64,512,10.43
0,64,1024,10.68
0,64,2048,16.22
0,64,4096,36.35
0,64,8192,34.87
0,64,16384,29.09
0,64,32768,45.13
0,64,65536,73.20
0,64,131072,163.19
0,64,262144,332.44
0,64,524288,646.96
0,64,1048576,1101.75
0,96,1,2.58
0,96,2,9.34
0,96,4,3.21
0,96,8,2.77
0,96,16,2.66
0,96,32,3.00
0,96,64,3.73
0,96,128,12.91
0,96,256,17.58
0,96,512,16.56
0,96,1024,24.36
0,96,2048,27.98
0,96,4096,36.09
0,96,8192,43.96
0,96,16384,30.92
0,96,32768,45.66
0,96,65536,99.13
0,96,131072,210.78
0,96,262144,429.46
0,96,524288,878.54
0,96,1048576,1528.68
0,128,1,4.38
0,128,2,47.37
0,128,4,4.92
0,128,8,3.92
0,128,16,3.58
0,128,32,5.34
0,128,64,5.34
0,128,128,17.42
0,128,256,26.02
0,128,512,23.59
0,128,1024,50.27
0,128,2048,34.40
0,128,4096,45.86
0,128,8192,63.31
0,128,16384,97.35
0,128,32768,174.37
0,128,65536,120.15
0,128,131072,298.12
0,128,262144,460.95
0,128,524288,931.96
0,128,1048576,1792.81
0,176,1,53.78
0,176,2,9.92
0,176,4,5.60
0,176,8,8.31
0,176,16,5.60
0,176,32,4.97
0,176,64,7.85
0,176,128,14.36
0,176,256,25.24
0,176,512,52.28
0,176,1024,24.14
0,176,2048,346.83
0,176,4096,51.70
0,176,8192,76.23
0,176,16384,132.32
0,176,32768,253.40
0,176,65536,128.30
0,176,131072,246.35
0,176,262144,481.38
0,176,524288,836.28
0,176,1048576,1741.50
0,224,1,26.31
0,224,2,19.02
0,224,4,13.75
0,224,8,11.02
0,224,16,11.37
0,224,32,9.84
0,224,64,13.96
0,224,128,17.18
0,224,256,149.00
0,224,512,31.03
0,224,1024,22.09
0,224,2048,37.99
0,224,4096,67.24
0,224,8192,102.44
0,224,16384,175.57
0,224,32768,391.67
0,224,65536,112.83
0,224,131072,222.69
0,224,262144,665.88
0,224,524288,970.57
0,224,1048576,1548.01
0,256,1,2.07
0,256,2,2.16
0,256,4,1.13
0,256,8,1.21
0,256,16,1.13
0,256,32,1.57
0,256,64,1.05
0,256,128,14.13
0,256,256,23.26
0,256,512,14.32
0,256,1024,20.81
0,256,2048,32.48
0,256,4096,42.64
0,256,8192,53.67
0,256,16384,165.86
0,256,32768,73.01
0,256,65536,116.68
0,256,131072,241.87
0,256,262144,481.13
0,256,524288,1063.13
0,256,1048576,1814.18
1,2,1,3.14
1,2,2,0.93
1,2,4,0.20
1,2,8,0.17
1,2,16,0.17
1,2,32,0.14
1,2,64,0.18
1,2,128,1.32
1,2,256,6.19
1,2,512,1.52
1,2,1024,1.48
1,2,2048,1.33
1,2,4096,4.15
1,2,8192,4.84
1,2,16384,5.12
1,2,32768,5.62
1,2,65536,7.76
1,2,131072,13.47
1,2,262144,23.55
1,2,524288,44.51
1,2,1048576,78.38
1,4,1,0.89
1,4,2,0.23
1,4,4,0.17
1,4,8,0.16
1,4,16,0.15
1,4,32,1.33
1,4,64,0.15
1,4,128,2.60
1,4,256,4.20
1,4,512,2.79
1,4,1024,2.86
1,4,2048,4.51
1,4,4096,8.49
1,4,8192,10.45
1,4,16384,6.78
1,4,32768,6.26
1,4,65536,8.01
1,4,131072,17.92
1,4,262144,41.50
1,4,524288,96.93
1,4,1048576,209.36
1,8,1,3.13
1,8,2,1.11
1,8,4,2.15
1,8,8,1.05
1,8,16,0.91
1,8,32,1.09
1,8,64,1.10
1,8,128,6.42
1,8,256,6.30
1,8,512,8.01
1,8,1024,6.83
1,8,2048,12.12
1,8,4096,15.72
1,8,8192,20.45
1,8,16384,10.26
1,8,32768,10.56
1,8,65536,24.86
1,8,131072,44.36
1,8,262144,97.03
1,8,524288,209.76
1,8,1048576,498.32
1,16,1,119.32
1,16,2,1.40
1,16,4,2.96
1,16,8,1.59
1,16,16,1.84
1,16,32,1.53
1,16,64,2.02
1,16,128,13.66
1,16,256,14.72
1,16,512,11.66
1,16,1024,23.29
1,16,2048,19.61
1,16,4096,35.80
1,16,8192,40.88
1,16,16384,15.99
1,16,32768,19.45
1,16,65536,48.45
1,16,131072,107.13
1,16,262144,226.58
1,16,524288,474.35
1,16,1048576,874.41
1,32,1,8.62
1,32,2,8.89
1,32,4,3.09
1,32,8,3.31
1,32,16,3.47
1,32,32,3.92
1,32,64,3.05
1,32,128,28.66
1,32,256,29.62
1,32,512,32.93
1,32,1024,31.34
1,32,2048,43.23
1,32,4096,65.57
1,32,8192,81.57
1,32,16384,26.61
1,32,32768,46.55
1,32,65536,118.36
1,32,131072,186.14
1,32,262144,445.80
1,32,524288,959.67
1,32,1048576,1880.70
1,48,1,20.29
1,48,2,6.06
1,48,4,5.85
1,48,8,5.67
1,48,16,5.10
1,48,32,5.36
1,48,64,6.31
1,48,128,43.79
1,48,256,44.51
1,48,512,42.80
1,48,1024,51.69
1,48,2048,70.34
1,48,4096,98.80
1,48,8192,130.33
1,48,16384,45.60
1,48,32768,69.45
1,48,65536,174.31
1,48,131072,370.54
1,48,262144,741.25
1,48,524288,1536.13
1,48,1048576,2892.39
1,64,1,4.40
1,64,2,18.35
1,64,4,5.00
1,64,8,5.00
1,64,16,4.43
1,64,32,5.06
1,64,64,12.14
1,64,128,81.36
1,64,256,68.34
1,64,512,53.73
1,64,1024,60.70
1,64,2048,72.85
1,64,4096,125.88
1,64,8192,158.29
1,64,16384,53.60
1,64,32768,95.07
1,64,65536,230.36
1,64,131072,498.63
1,64,262144,908.12
1,64,524288,2215.47
1,64,1048576,4283.07
1,96,1,9.60
1,96,2,79.37
1,96,4,10.28
1,96,8,12.12
1,96,16,10.24
1,96,32,15.39
1,96,64,14.56
1,96,128,105.56
1,96,256,93.26
1,96,512,91.37
1,96,1024,104.47
1,96,2048,159.63
1,96,4096,214.20
1,96,8192,274.56
1,96,16384,88.64
1,96,32768,212.64
1,96,65536,471.07
1,96,131072,1284.84
1,96,262144,2263.83
1,96,524288,5506.77
1,96,1048576,8974.05
1,128,1,17.17
1,128,2,97.05
1,128,4,14.66
1,128,8,11.22
1,128,16,12.58
1,128,32,13.59
1,128,64,17.06
1,128,128,133.10
1,128,256,136.05
1,128,512,106.44
1,128,1024,141.12
1,128,2048,201.48
1,128,4096,273.26
1,128,8192,360.70
1,128,16384,126.97
1,128,32768,207.61
1,128,65536,763.25
1,128,131072,1359.07
1,128,262144,3222.79
1,128,524288,8831.36
1,128,1048576,13701.35
1,176,1,89.15
1,176,2,158.32
1,176,4,25.06
1,176,8,25.52
1,176,16,26.35
1,176,32,35.80
1,176,64,28.46
1,176,128,190.13
1,176,256,175.32
1,176,512,150.88
1,176,1024,188.98
1,176,2048,270.33
1,176,4096,389.08
1,176,8192,474.15
1,176,16384,119.82
1,176,32768,219.11
1,176,65536,648.46
1,176,131072,1399.01
1,176,262144,3047.62
1,176,524288,5650.46
1,176,1048576,9549.95
1,224,1,2.28
1,224,2,118.94
1,224,4,36.83
1,224,8,32.87
1,224,16,58.18
1,224,32,57.03
1,224,64,43.99
1,224,128,216.69
1,224,256,255.91
1,224,512,211.10
1,224,1024,224.58
1,224,2048,302.20
1,224,4096,452.66
1,224,8192,556.93
1,224,16384,144.45
1,224,32768,251.53
1,224,65536,611.72
1,224,131072,1306.28
1,224,262144,3249.51
1,224,524288,7605.22
1,224,1048576,12652.78
1,256,1,41.31
1,256,2,35.62
1,256,4,34.86
1,256,8,35.13
1,256,16,37.35
1,256,32,36.03
1,256,64,36.07
1,256,128,204.76
1,256,256,360.09
1,256,512,197.92
1,256,1024,258.57
1,256,2048,273.16
1,256,4096,507.89
1,256,8192,669.54
1,256,16384,159.46
1,256,32768,241.30
1,256,65536,644.49
1,256,131072,1693.31
1,256,262144,2526.03
1,256,524288,6297.12
1,256,1048576,12638.74
2,2,1,3135.15
2,2,2,0.21
2,2,4,0.18
2,2,8,0.19
2,2,16,0.19
2,2,32,0.16
2,2,64,0.21
2,2,128,1.59
2,2,256,6.17
2,2,512,1.26
2,2,1024,1.30
2,2,2048,1.43
2,2,4096,4.05
2,2,8192,5.11
2,2,16384,5.40
2,2,32768,5.63
2,2,65536,7.83
2,2,131072,12.95
2,2,262144,26.82
2,2,524288,45.30
2,2,1048576,86.66
2,4,1,1.76
2,4,2,0.25
2,4,4,0.21
2,4,8,0.18
2,4,16,0.18
2,4,32,0.81
2,4,64,0.16
2,4,128,2.62
2,4,256,4.53
2,4,512,2.79
2,4,1024,2.92
2,4,2048,4.90
2,4,4096,9.68
2,4,8192,9.29
2,4,16384,5.74
2,4,32768,5.95
2,4,65536,11.31
2,4,131072,22.68
2,4,262144,41.68
2,4,524288,89.92
2,4,1048576,222.59
2,8,1,5.07
2,8,2,1.13
2,8,4,2.44
2,8,8,0.97
2,8,16,0.91
2,8,32,0.96
2,8,64,1.17
2,8,128,5.11
2,8,256,4.74
2,8,512,6.55
2,8,1024,7.01
2,8,2048,9.94
2,8,4096,13.89
2,8,8192,16.99
2,8,16384,12.71
2,8,32768,12.85
2,8,65536,26.61
2,8,131072,55.95
2,8,262144,111.73
2,8,524288,202.43
2,8,1048576,462.48
2,16,1,5.49
2,16,2,1.79
2,16,4,2.64
2,16,8,1.04
2,16,16,2.15
2,16,32,1.11
2,16,64,1.43
2,16,128,7.39
2,16,256,7.56
2,16,512,7.04
2,16,1024,14.75
2,16,2048,14.16
2,16,4096,29.28
2,16,8192,21.57
2,16,16384,20.78
2,16,32768,38.55
2,16,65536,58.60
2,16,131072,108.29
2,16,262144,230.30
2,16,524288,476.35
2,16,1048576,906.17
2,32,1,6.88
2,32,2,5.47
2,32,4,2.54
2,32,8,2.07
2,32,16,1.73
2,32,32,2.23
2,32,64,36.33
2,32,128,11.44
2,32,256,16.53
2,32,512,16.65
