Algorithm,Processors,Size(bytes),Avg_Latency(us)
1,8,256,10.20
1,8,512,10.43
1,8,1024,18.06
1,8,2048,18.86
1,8,4096,32.62
1,8,8192,39.99
1,8,16384,11.26
1,8,32768,17.90
1,8,65536,34.42
1,8,131072,67.39
1,8,262144,162.85
1,8,524288,276.52
1,8,1048576,500.81
1,12,1,29.63
1,12,2,1.54
1,12,4,5.28
1,12,8,2.02
1,12,16,1.99
1,12,32,1.97
1,12,64,1.37
1,12,128,14.76
1,12,256,29.87
1,12,512,25.28
1,12,1024,28.18
1,12,2048,33.55
1,12,4096,44.62
1,12,8192,55.33
1,12,16384,13.90
1,12,32768,21.17
1,12,65536,43.55
1,12,131072,85.79
1,12,262144,170.66
1,12,524288,348.80
1,12,1048576,650.00
1,16,1,0.71
1,16,2,1.13
1,16,4,16.08
1,16,8,0.54
1,16,16,1.39
1,16,32,2.30
1,16,64,1.76
1,16,128,20.10
1,16,256,20.01
1,16,512,22.02
1,16,1024,21.55
1,16,2048,31.31
1,16,4096,54.47
1,16,8192,66.76
1,16,16384,24.26
1,16,32768,35.16
1,16,65536,70.15
1,16,131072,168.59
1,16,262144,303.46
1,16,524288,670.75
1,16,1048576,1125.40
1,20,1,57.56
1,20,2,6.74
1,20,4,8.91
1,20,8,3.84
1,20,16,3.88
1,20,32,4.71
1,20,64,3.06
1,20,128,26.34
1,20,256,29.34
1,20,512,28.08
1,20,1024,34.61
1,20,2048,41.70
1,20,4096,73.87
1,20,8192,92.69
1,20,16384,28.68
1,20,32768,53.25
1,20,65536,107.74
1,20,131072,224.77
1,20,262144,414.71
1,20,524288,924.62
1,20,1048576,1605.58
1,24,1,36.36
1,24,2,14.05
1,24,4,9.19
1,24,8,4.31
1,24,16,4.36
1,24,32,4.86
1,24,64,4.71
1,24,128,30.66
1,24,256,39.31
1,24,512,32.85
1,24,1024,45.80
1,24,2048,53.65
1,24,4096,89.51
1,24,8192,118.20
1,24,16384,34.94
1,24,32768,65.86
1,24,65536,138.71
1,24,131072,260.34
1,24,262144,523.93
1,24,524288,1037.96
1,24,1048576,1925.11
1,28,1,19.89
1,28,2,15.30
1,28,4,2.18
1,28,8,3.06
1,28,16,4.54
1,28,32,4.20
1,28,64,2.31
1,28,128,36.65
1,28,256,45.99
1,28,512,37.85
1,28,1024,55.82
1,28,2048,56.18
1,28,4096,107.12
1,28,8192,127.10
1,28,16384,29.61
1,28,32768,57.23
1,28,65536,113.14
1,28,131072,213.89
1,28,262144,418.28
1,28,524288,725.07
1,28,1048576,1487.78
1,32,1,6.43
1,32,2,4.75
1,32,4,11.80
1,32,8,2.06
1,32,16,2.32
1,32,32,3.83
1,32,64,6.29
1,32,128,41.51
1,32,256,38.85
1,32,512,45.62
1,32,1024,54.74
1,32,2048,76.15
1,32,4096,110.80
1,32,8192,145.75
1,32,16384,28.83
1,32,32768,55.14
1,32,65536,109.38
1,32,131072,208.37
1,32,262144,431.52
1,32,524288,783.05
1,32,1048576,1544.01
1,36,1,6.55
1,36,2,5.49
1,36,4,22.00
1,36,8,12.17
1,36,16,5.39
1,36,32,5.14
1,36,64,7.94
1,36,128,44.07
1,36,256,56.95
1,36,512,52.21
1,36,1024,58.64
1,36,2048,84.78
1,36,4096,115.26
1,36,8192,153.90
1,36,16384,31.06
1,36,32768,54.61
1,36,65536,118.86
1,36,131072,192.67
1,36,262144,380.91
1,36,524288,815.15
1,36,1048576,1376.76
1,40,1,5.13
1,40,2,6.37
1,40,4,27.72
1,40,8,4.88
1,40,16,4.42
1,40,32,7.13
1,40,64,10.18
1,40,128,48.81
1,40,256,47.47
1,40,512,55.80
1,40,1024,65.11
1,40,2048,94.63
1,40,4096,134.96
1,40,8192,177.91
1,40,16384,34.86
1,40,32768,67.47
1,40,65536,120.06
1,40,131072,214.30
1,40,262144,430.33
1,40,524288,856.98
1,40,1048576,1677.77
1,44,1,9.56
1,44,2,6.22
1,44,4,13.80
1,44,8,6.04
1,44,16,4.13
1,44,32,4.68
1,44,64,10.98
1,44,128,49.63
1,44,256,47.48
1,44,512,55.50
1,44,1024,68.85
1,44,2048,97.13
1,44,4096,124.59
1,44,8192,174.03
1,44,16384,35.32
1,44,32768,73.88
1,44,65536,130.92
1,44,131072,223.65
1,44,262144,462.04
1,44,524288,896.74
1,44,1048576,1620.15
1,48,1,5.81
1,48,2,7.79
1,48,4,14.76
1,48,8,5.32
1,48,16,5.79
1,48,32,5.02
1,48,64,10.06
1,48,128,48.00
1,48,256,46.93
1,48,512,57.77
1,48,1024,70.85
1,48,2048,109.74
1,48,4096,130.04
1,48,8192,183.91
1,48,16384,39.85
1,48,32768,77.67
1,48,65536,154.16
1,48,131072,256.01
1,48,262144,525.15
1,48,524288,1001.35
1,48,1048576,1812.56
2,4,1,1.56
2,4,2,0.36
2,4,4,0.25
2,4,8,0.48
2,4,16,0.23
2,4,32,0.46
2,4,64,0.26
2,4,128,4.87
2,4,256,12.18
2,4,512,5.40
2,4,1024,9.12
2,4,2048,9.39
2,4,4096,16.86
2,4,8192,20.65
2,4,16384,5.43
2,4,32768,10.70
2,4,65536,16.27
2,4,131072,27.37
2,4,262144,53.82
2,4,524288,106.03
2,4,1048576,230.02
2,8,1,1.65
2,8,2,0.68
2,8,4,5.55
2,8,8,1.65
2,8,16,0.60
2,8,32,0.82
2,8,64,0.83
2,8,128,8.12
2,8,256,7.80
2,8,512,7.91
2,8,1024,12.99
2,8,2048,14.81
2,8,4096,24.28
2,8,8192,30.87
2,8,16384,13.19
2,8,32768,18.31
2,8,65536,29.21
2,8,131072,54.91
2,8,262144,103.20
2,8,524288,209.20
2,8,1048576,403.00
2,12,1,31.62
2,12,2,2.59
2,12,4,3.06
2,12,8,1.64
2,12,16,1.59
2,12,32,1.75
2,12,64,2.49
2,12,128,9.69
2,12,256,20.17
2,12,512,14.71
2,12,1024,15.69
2,12,2048,22.14
2,12,4096,30.47
2,12,8192,38.18
2,12,16384,18.39
2,12,32768,24.08
2,12,65536,41.48
2,12,131072,69.29
2,12,262144,131.48
2,12,524288,260.54
2,12,1048576,543.61
2,16,1,3.15
2,16,2,1.15
2,16,4,6.07
2,16,8,1.25
2,16,16,1.41
2,16,32,1.63
2,16,64,1.50
2,16,128,13.14
2,16,256,11.17
2,16,512,12.00
2,16,1024,12.85
2,16,2048,21.63
2,16,4096,34.38
2,16,8192,40.77
2,16,16384,26.72
2,16,32768,35.64
2,16,65536,65.63
2,16,131072,116.75
2,16,262144,215.25
2,16,524288,400.51
2,16,1048576,806.55
2,20,1,103.22
2,20,2,16.89
2,20,4,9.29
2,20,8,8.80
2,20,16,7.87
2,20,32,7.36
2,20,64,6.36
2,20,128,24.91
2,20,256,29.28
2,20,512,67.14
2,20,1024,31.99
2,20,2048,36.39
2,20,4096,68.05
2,20,8192,76.65
2,20,16384,32.18
2,20,32768,43.18
2,20,65536,70.77
2,20,131072,127.40
2,20,262144,241.41
2,20,524288,500.69
2,20,1048576,946.45
2,24,1,36.32
2,24,2,8.34
2,24,4,4.38
2,24,8,3.62
2,24,16,3.90
2,24,32,3.40
2,24,64,5.13
2,24,128,16.35
2,24,256,22.97
2,24,512,16.47
2,24,1024,24.11
2,24,2048,28.05
2,24,4096,50.26
2,24,8192,61.56
2,24,16384,35.31
2,24,32768,44.20
2,24,65536,73.28
2,24,131072,129.58
2,24,262144,253.73
2,24,524288,506.90
2,24,1048576,1016.93
2,28,1,435.84
2,28,2,7.07
2,28,4,5.02
2,28,8,2.97
2,28,16,3.59
2,28,32,3.70
2,28,64,6.01
2,28,128,18.64
2,28,256,27.78
2,28,512,19.23
2,28,1024,26.42
2,28,2048,33.07
2,28,4096,54.53
2,28,8192,67.24
2,28,16384,47.64
2,28,32768,51.09
2,28,65536,79.35
2,28,131072,144.84
2,28,262144,271.87
2,28,524288,504.51
2,28,1048576,994.87
2,32,1,9858.24
2,32,2,6.46
2,32,4,8.57
2,32,8,3.40
2,32,16,2.71
2,32,32,2.60
2,32,64,4.38
2,32,128,17.41
2,32,256,18.30
2,32,512,19.53
2,32,1024,24.41
2,32,2048,44.49
2,32,4096,50.92
2,32,8192,68.07
2,32,16384,36.43
2,32,32768,44.96
2,32,65536,83.76
2,32,131072,134.25
2,32,262144,248.53
2,32,524288,485.16
2,32,1048576,956.96
2,36,1,884.57
2,36,2,6.36
2,36,4,11.48
2,36,8,5.65
2,36,16,5.34
2,36,32,4.99
2,36,64,5.27
2,36,128,20.25
2,36,256,20.01
2,36,512,23.89
2,36,1024,28.46
2,36,2048,46.89
2,36,4096,58.35
2,36,8192,76.63
2,36,16384,44.43
2,36,32768,51.30
2,36,65536,88.41
2,36,131072,153.03
2,36,262144,301.13
2,36,524288,565.64
2,36,1048576,1081.58
2,40,1,3209.70
2,40,2,12.40
2,40,4,9.96
2,40,8,5.09
2,40,16,4.04
2,40,32,4.61
2,40,64,5.41
2,40,128,21.76
2,40,256,20.36
2,40,512,24.38
2,40,1024,32.36
2,40,2048,50.58
2,40,4096,62.19
2,40,8192,80.62
2,40,16384,47.56
2,40,32768,59.34
2,40,65536,95.56
2,40,131072,161.31
2,40,262144,301.62
2,40,524288,574.90
2,40,1048576,1096.84
2,44,1,3249.61
2,44,2,7.95
2,44,4,7.72
2,44,8,15.15
2,44,16,3.70
2,44,32,4.96
2,44,64,5.44
2,44,128,22.64
2,44,256,23.54
2,44,512,27.50
2,44,1024,31.92
2,44,2048,52.08
2,44,4096,65.53
2,44,8192,87.92
2,44,16384,49.78
2,44,32768,61.44
2,44,65536,97.12
2,44,131072,172.99
2,44,262144,313.39
2,44,524288,585.13
2,44,1048576,1204.08
2,48,1,4694.32
2,48,2,19.88
2,48,4,10.49
2,48,8,5.19
2,48,16,3.86
2,48,32,4.18
2,48,64,5.70
2,48,128,22.23
2,48,256,25.50
2,48,512,28.98
2,48,1024,34.11
2,48,2048,54.45
2,48,4096,65.92
2,48,8192,90.53
2,48,16384,51.31
2,48,32768,60.31
2,48,65536,97.80
2,48,131072,160.73
2,48,262144,301.91
2,48,524288,560.92
2,48,1048576,1176.88
5,4,1,3.30
5,4,2,0.35
5,4,4,0.28
5,4,8,0.36
5,4,16,0.37
5,4,32,1.64
5,4,64,1.53
5,4,128,4.53
5,4,256,7.65
5,4,512,4.67
5,4,1024,7.41
5,4,2048,9.61
5,4,4096,16.11
5,4,8192,20.89
5,4,16384,8.48
5,4,32768,15.90
5,4,65536,17.98
5,4,131072,30.09
5,4,262144,51.37
5,4,524288,103.86
5,4,1048576,189.67
5,8,1,1.34
5,8,2,0.85
5,8,4,5.52
5,8,8,0.75
5,8,16,0.70
5,8,32,0.93
5,8,64,0.93
5,8,128,7.94
5,8,256,7.42
5,8,512,7.55
5,8,1024,14.63
5,8,2048,15.16
5,8,4096,23.14
5,8,8192,34.10
5,8,16384,14.43
5,8,32768,20.28
5,8,65536,32.14
5,8,131072,57.55
5,8,262144,104.44
5,8,524288,205.72
5,8,1048576,394.48
5,12,1,34.55
5,12,2,2.21
5,12,4,4.00
5,12,8,2.05
5,12,16,1.80
5,12,32,2.04
5,12,64,3.16
5,12,128,10.88
5,12,256,24.95
5,12,512,18.92
5,12,1024,19.76
5,12,2048,25.72
5,12,4096,35.57
5,12,8192,43.47
5,12,16384,18.30
5,12,32768,25.58
5,12,65536,40.09
5,12,131072,73.43
5,12,262144,144.69
5,12,524288,294.92
5,12,1048576,563.96
5,16,1,2.54
5,16,2,5.87
5,16,4,4.47
5,16,8,1.56
5,16,16,1.54
5,16,32,1.80
5,16,64,1.46
5,16,128,11.89
5,16,256,10.79
5,16,512,11.77
5,16,1024,13.10
5,16,2048,19.44
5,16,4096,33.17
5,16,8192,38.53
5,16,16384,21.81
5,16,32768,29.06
5,16,65536,52.58
5,16,131072,99.19
5,16,262144,189.15
5,16,524288,364.88
5,16,1048576,720.88
5,20,1,57.48
5,20,2,7.99
5,20,4,3.40
5,20,8,3.29
5,20,16,3.79
5,20,32,3.91
5,20,64,5.54
5,20,128,15.03
5,20,256,17.83
5,20,512,15.70
5,20,1024,19.74
5,20,2048,24.30
5,20,4096,40.26
5,20,8192,51.71
5,20,16384,30.56
5,20,32768,40.52
5,20,65536,72.48
5,20,131072,141.50
5,20,262144,245.64
5,20,524288,472.21
5,20,1048576,905.66
5,24,1,50.35
5,24,2,13.97
5,24,4,4.47
5,24,8,4.63
5,24,16,4.79
5,24,32,4.79
5,24,64,7.21
5,24,128,18.72
5,24,256,21.15
5,24,512,18.24
5,24,1024,23.86
5,24,2048,25.10
5,24,4096,49.52
5,24,8192,68.05
5,24,16384,31.50
5,24,32768,41.57
5,24,65536,71.28
5,24,131072,136.28
5,24,262144,249.48
5,24,524288,486.34
5,24,1048576,883.97
5,28,1,64.56
5,28,2,8.55
5,28,4,4.12
5,28,8,3.79
5,28,16,3.92
5,28,32,3.59
5,28,64,5.18
5,28,128,16.45
5,28,256,21.39
5,28,512,16.88
5,28,1024,22.83
5,28,2048,25.09
5,28,4096,49.39
5,28,8192,68.05
5,28,16384,34.91
5,28,32768,47.42
5,28,65536,87.81
5,28,131072,138.58
5,28,262144,261.70
5,28,524288,511.51
5,28,1048576,944.43
5,32,1,7071.59
5,32,2,7.13
5,32,4,4.73
5,32,8,2.66
5,32,16,2.81
5,32,32,2.83
5,32,64,5.19
5,32,128,14.46
5,32,256,14.39
5,32,512,19.17
5,32,1024,19.08
5,32,2048,34.89
5,32,4096,41.72
5,32,8192,55.84
5,32,16384,33.60
5,32,32768,45.22
5,32,65536,79.45
5,32,131072,137.52
5,32,262144,273.36
5,32,524288,544.30
5,32,1048576,1032.62
5,36,1,5709.98
5,36,2,5.71
5,36,4,6.75
5,36,8,3.81
5,36,16,4.01
5,36,32,3.93
5,36,64,5.21
5,36,128,17.40
5,36,256,16.31
5,36,512,21.49
5,36,1024,21.28
5,36,2048,36.93
5,36,4096,46.21
5,36,8192,60.47
5,36,16384,38.53
5,36,32768,48.03
5,36,65536,88.97
5,36,131072,165.28
5,36,262144,322.00
5,36,524288,642.06
5,36,1048576,1277.55
5,40,1,1433.89
5,40,2,6.03
5,40,4,6.80
5,40,8,4.66
5,40,16,3.93
5,40,32,4.05
5,40,64,5.14
5,40,128,16.15
5,40,256,15.75
5,40,512,21.88
5,40,1024,21.89
5,40,2048,36.14
5,40,4096,45.17
5,40,8192,60.82
5,40,16384,38.93
5,40,32768,55.41
5,40,65536,101.61
5,40,131072,218.59
5,40,262144,418.37
5,40,524288,810.71
5,40,1048576,1632.39
5,44,1,1604.49
5,44,2,10.35
5,44,4,6.16
5,44,8,4.64
5,44,16,3.26
5,44,32,3.60
5,44,64,4.57
5,44,128,16.54
5,44,256,16.17
5,44,512,20.82
5,44,1024,26.93
5,44,2048,39.60
5,44,4096,47.27
5,44,8192,70.81
5,44,16384,40.28
5,44,32768,56.80
5,44,65536,105.38
5,44,131072,215.99
5,44,262144,414.72
5,44,524288,855.75
5,44,1048576,1676.68
5,48,1,1641.07
5,48,2,14.48
5,48,4,7.87
5,48,8,3.72
5,48,16,3.83
5,48,32,4.04
5,48,64,6.03
5,48,128,16.32
5,48,256,16.40
5,48,512,21.35
5,48,1024,23.70
5,48,2048,42.71
5,48,4096,48.57
5,48,8192,64.01
5,48,16384,41.96
5,48,32768,58.11
5,48,65536,109.88
5,48,131072,215.53
5,48,262144,429.90
5,48,524288,868.14
5,48,1048576,1705.65
0,4,1,1.30
0,4,2,0.37
0,4,4,0.30
0,4,8,0.36
0,4,16,0.38
0,4,32,1.61
0,4,64,0.60
0,4,128,4.37
0,4,256,7.66
0,4,512,4.63
0,4,1024,7.49
0,4,2048,9.53
0,4,4096,16.11
0,4,8192,20.57
0,4,16384,6.72
0,4,32768,9.77
0,4,65536,19.78
0,4,131072,31.34
0,4,262144,63.29
0,4,524288,116.73
0,4,1048576,253.96
0,8,1,1.06
0,8,2,0.68
0,8,4,1.91
0,8,8,1.77
0,8,16,0.74
0,8,32,0.86
0,8,64,0.70
0,8,128,8.35
0,8,256,7.53
0,8,512,8.00
0,8,1024,11.43
0,8,2048,11.62
0,8,4096,24.92
0,8,8192,31.15
0,8,16384,12.42
0,8,32768,15.73
0,8,65536,31.78
0,8,131072,61.69
0,8,262144,116.86
0,8,524288,229.48
0,8,1048576,458.11
0,12,1,31.59
0,12,2,1.45
0,12,4,3.31
0,12,8,2.06
0,12,16,1.61
0,12,32,1.73
0,12,64,1.37
0,12,128,9.86
0,12,256,19.03
0,12,512,12.43
0,12,1024,13.22
0,12,2048,21.06
0,12,4096,31.38
0,12,8192,38.84
0,12,16384,16.13
0,12,32768,25.19
0,12,65536,44.37
0,12,131072,89.48
0,12,262144,147.09
0,12,524288,306.81
0,12,1048576,608.37
0,16,1,0.73
0,16,2,1.55
0,16,4,6.05
0,16,8,0.98
0,16,16,1.37
0,16,32,1.61
0,16,64,1.16
0,16,128,11.43
0,16,256,11.68
0,16,512,11.49
0,16,1024,12.16
0,16,2048,22.60
0,16,4096,32.40
0,16,8192,37.34
0,16,16384,20.20
0,16,32768,32.96
0,16,65536,60.91
0,16,131072,105.80
0,16,262144,204.17
0,16,524288,405.98
0,16,1048576,747.97
0,20,1,98.42
0,20,2,9.30
0,20,4,9.86
0,20,8,7.71
0,20,16,8.20
0,20,32,7.95
0,20,64,6.27
0,20,128,30.07
0,20,256,39.04
0,20,512,28.97
0,20,1024,37.79
0,20,2048,43.33
0,20,4096,51.25
0,20,8192,65.76
0,20,16384,28.69
0,20,32768,52.24
0,20,65536,90.58
0,20,131072,174.79
0,20,262144,321.46
0,20,524288,579.97
0,20,1048576,1707.80
0,24,1,33.46
0,24,2,7.37
0,24,4,2.81
0,24,8,2.81
0,24,16,2.95
0,24,32,2.94
0,24,64,3.50
0,24,128,15.70
0,24,256,24.07
0,24,512,13.61
0,24,1024,20.58
0,24,2048,23.75
0,24,4096,38.02
0,24,8192,47.50
0,24,16384,25.16
0,24,32768,41.04
0,24,65536,87.71
0,24,131072,155.91
0,24,262144,310.59
0,24,524288,600.10
0,24,1048576,1044.01
0,28,1,192.67
0,28,2,2.91
0,28,4,3.33
0,28,8,2.78
0,28,16,3.00
0,28,32,3.02
0,28,64,3.60
0,28,128,16.42
0,28,256,25.92
0,28,512,16.45
0,28,1024,22.35
0,28,2048,25.34
0,28,4096,38.94
0,28,8192,48.85
0,28,16384,27.72
0,28,32768,51.39
0,28,65536,92.15
0,28,131072,207.34
0,28,262144,331.58
0,28,524288,629.57
0,28,1048576,990.56
0,32,1,6295.37
0,32,2,9.64
0,32,4,6.11
0,32,8,2.00
0,32,16,2.05
0,32,32,2.41
0,32,64,4.11
0,32,128,12.47
0,32,256,12.72
0,32,512,14.54
0,32,1024,16.70
0,32,2048,45.72
0,32,4096,36.52
0,32,8192,52.08
0,32,16384,23.83
0,32,32768,41.63
0,32,65536,66.63
0,32,131072,141.33
0,32,262144,254.38
0,32,524288,526.82
0,32,1048576,1001.05
0,36,1,8796.22
0,36,2,8.31
0,36,4,3.73
0,36,8,4.13
0,36,16,4.10
0,36,32,4.24
0,36,64,4.91
0,36,128,14.49
0,36,256,13.62
0,36,512,17.44
0,36,1024,19.44
0,36,2048,57.31
0,36,4096,38.26
0,36,8192,52.07
0,36,16384,22.38
0,36,32768,30.63
0,36,65536,61.23
0,36,131072,126.10
0,36,262144,244.64
0,36,524288,507.18
0,36,1048576,920.74
0,40,1,1254.70
0,40,2,10.98
0,40,4,5.18
0,40,8,3.94
0,40,16,3.64
0,40,32,3.76
0,40,64,5.54
0,40,128,14.62
0,40,256,14.53
0,40,512,17.72
0,40,1024,20.11
0,40,2048,72.50
0,40,4096,41.59
0,40,8192,60.01
0,40,16384,25.71
0,40,32768,39.12
0,40,65536,67.23
0,40,131072,120.45
0,40,262144,262.60
0,40,524288,452.28
0,40,1048576,844.53
0,44,1,8.98
0,44,2,16.32
0,44,4,3.79
0,44,8,4.59
0,44,16,3.39
0,44,32,3.53
0,44,64,6.12
0,44,128,16.18
0,44,256,15.54
0,44,512,18.04
0,44,1024,21.58
0,44,2048,71.27
0,44,4096,40.98
0,44,8192,54.27
0,44,16384,27.61
0,44,32768,39.05
0,44,65536,64.98
0,44,131072,109.10
0,44,262144,220.74
0,44,524288,431.45
0,44,1048576,876.14
0,48,1,7.88
0,48,2,15.49
0,48,4,8.30
0,48,8,4.08
0,48,16,3.13
0,48,32,3.40
0,48,64,6.48
0,48,128,14.31
0,48,256,15.15
0,48,512,17.96
0,48,1024,19.69
0,48,2048,58.43
0,48,4096,45.67
0,48,8192,56.42
0,48,16384,26.22
0,48,32768,37.50
0,48,65536,73.61
0,48,131072,136.35
0,48,262144,270.24
0,48,524288,541.66
0,48,1048576,968.08
1,4,1,1.52
1,4,2,0.28
1,4,4,0.22
1,4,8,0.20
1,4,16,0.19
1,4,32,2.40
1,4,64,0.31
1,4,128,4.91
1,4,256,7.24
1,4,512,7.94
1,4,1024,5.76
1,4,2048,18.61
1,4,4096,16.95
1,4,8192,21.73
1,4,16384,7.37
1,4,32768,10.42
1,4,65536,17.00
1,4,131072,30.31
1,4,262144,54.83
1,4,524288,107.40
1,4,1048576,243.69
1,8,1,5.26
1,8,2,1.59
1,8,4,5.46
1,8,8,1.50
1,8,16,1.38
1,8,32,1.83
1,8,64,1.22
1,8,128,23.21
1,8,256,22.47
1,8,512,24.30
1,8,1024,37.42
1,8,2048,39.36
1,8,4096,59.25
1,8,8192,84.42
1,8,16384,10.49
1,8,32768,16.84
1,8,65536,31.43
1,8,131072,56.84
1,8,262144,138.19
1,8,524288,230.71
1,8,1048576,374.82
1,12,1,31.73
1,12,2,1.69
1,12,4,5.16
1,12,8,1.91
1,12,16,1.86
1,12,32,2.11
1,12,64,1.49
1,12,128,16.14
1,12,256,29.72
1,12,512,25.21
1,12,1024,52.42
1,12,2048,33.90
1,12,4096,45.33
1,12,8192,56.27
1,12,16384,13.75
1,12,32768,25.63
1,12,65536,46.82
1,12,131072,88.30
1,12,262144,173.28
1,12,524288,383.34
1,12,1048576,654.57
1,16,1,1.60
1,16,2,1.37
1,16,4,10.88
1,16,8,1.34
1,16,16,2.06
1,16,32,1.81
1,16,64,1.37
1,16,128,18.64
1,16,256,18.61
1,16,512,20.09
1,16,1024,20.14
1,16,2048,29.21
1,16,4096,50.67
1,16,8192,66.70
1,16,16384,29.25
1,16,32768,40.82
1,16,65536,70.20
1,16,131072,142.27
1,16,262144,290.63
1,16,524288,598.00
1,16,1048576,1180.49
1,20,1,62.27
1,20,2,5.72
1,20,4,7.49
1,20,8,3.97
1,20,16,7.15
1,20,32,4.29
1,20,64,2.98
1,20,128,26.58
1,20,256,29.71
1,20,512,29.08
1,20,1024,34.17
1,20,2048,43.91
1,20,4096,73.31
1,20,8192,91.98
1,20,16384,22.03
1,20,32768,50.66
1,20,65536,94.80
1,20,131072,208.89
1,20,262144,372.77
1,20,524288,851.78
1,20,1048576,1400.26
1,24,1,44.02
1,24,2,8.74
1,24,4,3.15
1,24,8,2.90
1,24,16,3.54
1,24,32,4.09
1,24,64,2.20
1,24,128,31.55
1,24,256,38.76
1,24,512,32.31
1,24,1024,45.03
1,24,2048,51.26
1,24,4096,89.52
1,24,8192,113.14
1,24,16384,30.26
1,24,32768,61.07
1,24,65536,119.45
1,24,131072,244.73
1,24,262144,551.89
1,24,524288,1072.54
1,24,1048576,1778.50
1,28,1,22.87
1,28,2,15.86
1,28,4,6.13
1,28,8,4.55
1,28,16,4.86
1,28,32,6.01
1,28,64,3.90
1,28,128,41.51
1,28,256,55.14
1,28,512,41.11
1,28,1024,62.22
1,28,2048,62.85
1,28,4096,116.79
1,28,8192,143.52
1,28,16384,30.00
1,28,32768,55.86
1,28,65536,103.54
1,28,131072,205.89
1,28,262144,456.29
1,28,524288,811.06
1,28,1048576,1441.32
1,32,1,1669.17
1,32,2,8.21
1,32,4,19.68
1,32,8,3.13
1,32,16,3.43
1,32,32,3.73
1,32,64,5.86
1,32,128,40.87
1,32,256,38.14
1,32,512,47.04
1,32,1024,53.60
1,32,2048,77.62
1,32,4096,108.88
1,32,8192,145.51
1,32,16384,23.82
1,32,32768,53.61
1,32,65536,110.00
1,32,131072,204.42
1,32,262144,381.09
1,32,524288,636.16
1,32,1048576,1472.29
1,36,1,8.05
1,36,2,7.50
1,36,4,16.71
1,36,8,5.16
1,36,16,4.98
1,36,32,5.48
1,36,64,9.17
1,36,128,44.89
1,36,256,41.68
1,36,512,49.96
1,36,1024,57.64
1,36,2048,85.14
1,36,4096,114.06
1,36,8192,157.21
1,36,16384,36.24
1,36,32768,59.95
1,36,65536,109.58
1,36,131072,196.86
1,36,262144,401.41
1,36,524288,866.08
1,36,1048576,1529.59
1,40,1,4.37
1,40,2,10.49
1,40,4,15.97
1,40,8,4.52
1,40,16,4.56
1,40,32,4.81
1,40,64,10.03
1,40,128,45.60
1,40,256,45.04
1,40,512,55.94
1,40,1024,68.06
1,40,2048,88.82
1,40,4096,118.90
1,40,8192,169.30
1,40,16384,32.46
1,40,32768,62.30
1,40,65536,119.30
1,40,131072,218.45
1,40,262144,409.34
1,40,524288,841.82
1,40,1048576,1715.02
1,44,1,5.03
1,44,2,15.32
1,44,4,15.39
1,44,8,5.97
1,44,16,5.04
1,44,32,5.08
1,44,64,9.28
1,44,128,46.40
1,44,256,45.90
1,44,512,55.12
1,44,1024,75.13
1,44,2048,96.75
1,44,4096,125.24
1,44,8192,171.63
1,44,16384,34.82
1,44,32768,64.74
1,44,65536,132.38
1,44,131072,221.04
1,44,262144,446.15
1,44,524288,845.28
1,44,1048576,1661.22
1,48,1,5.15
1,48,2,13.26
1,48,4,15.86
1,48,8,6.33
1,48,16,5.09
1,48,32,6.82
1,48,64,9.66
1,48,128,48.09
1,48,256,47.59
1,48,512,54.38
1,48,1024,76.87
1,48,2048,104.40
1,48,4096,129.44
1,48,8192,185.31
1,48,16384,39.21
1,48,32768,77.28
1,48,65536,146.92
1,48,131072,239.44
1,48,262144,511.52
1,48,524288,983.94
1,48,1048576,1905.55
2,4,1,2.39
2,4,2,0.29
2,4,4,0.29
2,4,8,0.29
2,4,16,0.23
2,4,32,1.98
2,4,64,0.26
2,4,128,4.82
2,4,256,7.37
2,4,512,4.80
2,4,1024,7.03
2,4,2048,9.85
2,4,4096,17.27
2,4,8192,21.25
2,4,16384,6.04
2,4,32768,10.96
2,4,65536,18.20
2,4,131072,31.07
2,4,262144,55.43
2,4,524288,108.33
2,4,1048576,231.35
2,8,1,2.30
2,8,2,1.69
2,8,4,2.12
2,8,8,1.66
2,8,16,0.63
2,8,32,0.71
2,8,64,1.01
2,8,128,8.50
2,8,256,7.59
2,8,512,8.63
2,8,1024,12.94
2,8,2048,13.94
2,8,4096,24.24
2,8,8192,30.77
2,8,16384,13.20
2,8,32768,17.52
2,8,65536,28.67
2,8,131072,55.91
2,8,262144,111.67
2,8,524288,200.43
2,8,1048576,364.25
2,12,1,31.20
2,12,2,3.04
2,12,4,8.63
2,12,8,1.87
2,12,16,1.90
2,12,32,1.92
2,12,64,2.75
2,12,128,9.74
2,12,256,20.15
2,12,512,15.65
2,12,1024,16.32
2,12,2048,22.05
2,12,4096,33.57
2,12,8192,38.05
2,12,16384,18.69
2,12,32768,24.18
2,12,65536,39.35
2,12,131072,69.80
2,12,262144,133.79
2,12,524288,253.08
2,12,1048576,499.71
2,16,1,2.07
2,16,2,1.39
2,16,4,6.49
2,16,8,1.13
2,16,16,1.13
2,16,32,1.58
2,16,64,1.69
2,16,128,11.91
2,16,256,10.80
2,16,512,11.91
2,16,1024,12.23
2,16,2048,20.73
2,16,4096,34.08
2,16,8192,39.75
2,16,16384,25.67
2,16,32768,34.75
2,16,65536,52.53
2,16,131072,114.63
2,16,262144,199.26
2,16,524288,391.54
2,16,1048576,801.94
2,20,1,59.63
