Algorithm,Processors,Size(bytes),Avg_Latency(us)
2,20,2,6.98
2,20,4,5.64
2,20,8,2.98
2,20,16,4.16
2,20,32,7.05
2,20,64,4.88
2,20,128,14.86
2,20,256,19.26
2,20,512,14.68
2,20,1024,20.74
2,20,2048,24.68
2,20,4096,46.42
2,20,8192,51.61
2,20,16384,27.65
2,20,32768,38.85
2,20,65536,66.24
2,20,131072,122.70
2,20,262144,224.88
2,20,524288,456.70
2,20,1048576,924.14
2,24,1,43.16
2,24,2,8.66
2,24,4,7.48
2,24,8,3.87
2,24,16,3.94
2,24,32,3.86
2,24,64,6.38
2,24,128,16.91
2,24,256,23.31
2,24,512,16.93
2,24,1024,25.08
2,24,2048,28.06
2,24,4096,53.87
2,24,8192,66.51
2,24,16384,43.83
2,24,32768,49.72
2,24,65536,78.92
2,24,131072,152.32
2,24,262144,269.18
2,24,524288,521.09
2,24,1048576,1128.27
2,28,1,270.98
2,28,2,7.98
2,28,4,5.37
2,28,8,3.50
2,28,16,3.47
2,28,32,3.52
2,28,64,5.25
2,28,128,20.56
2,28,256,26.79
2,28,512,18.61
2,28,1024,27.09
2,28,2048,32.02
2,28,4096,55.40
2,28,8192,65.58
2,28,16384,39.99
2,28,32768,50.44
2,28,65536,84.07
2,28,131072,143.13
2,28,262144,270.68
2,28,524288,547.36
2,28,1048576,1022.33
2,32,1,9796.09
2,32,2,6.22
2,32,4,8.27
2,32,8,3.30
2,32,16,2.65
2,32,32,2.66
2,32,64,4.49
2,32,128,16.47
2,32,256,18.40
2,32,512,19.43
2,32,1024,24.57
2,32,2048,42.88
2,32,4096,51.69
2,32,8192,72.11
2,32,16384,36.53
2,32,32768,47.37
2,32,65536,75.26
2,32,131072,138.13
2,32,262144,255.28
2,32,524288,484.82
2,32,1048576,1001.96
2,36,1,2464.11
2,36,2,6.08
2,36,4,9.80
2,36,8,4.83
2,36,16,4.14
2,36,32,4.48
2,36,64,5.40
2,36,128,21.57
2,36,256,20.71
2,36,512,23.68
2,36,1024,28.80
2,36,2048,45.26
2,36,4096,56.44
2,36,8192,74.34
2,36,16384,39.93
2,36,32768,55.03
2,36,65536,85.93
2,36,131072,148.32
2,36,262144,285.58
2,36,524288,551.18
2,36,1048576,1031.96
2,40,1,2585.71
2,40,2,8.83
2,40,4,10.86
2,40,8,4.87
2,40,16,4.15
2,40,32,4.96
2,40,64,5.50
2,40,128,21.34
2,40,256,21.13
2,40,512,24.26
2,40,1024,32.94
2,40,2048,49.34
2,40,4096,63.60
2,40,8192,80.49
2,40,16384,54.38
2,40,32768,57.81
2,40,65536,91.29
2,40,131072,165.43
2,40,262144,303.06
2,40,524288,576.29
2,40,1048576,1107.78
2,44,1,6724.95
2,44,2,7.49
2,44,4,12.49
2,44,8,4.27
2,44,16,4.17
2,44,32,4.26
2,44,64,5.68
2,44,128,22.29
2,44,256,22.22
2,44,512,26.37
2,44,1024,31.75
2,44,2048,50.77
2,44,4096,65.70
2,44,8192,85.35
2,44,16384,51.42
2,44,32768,59.80
2,44,65536,97.61
2,44,131072,153.69
2,44,262144,301.82
2,44,524288,592.51
2,44,1048576,1212.78
2,48,1,6187.27
2,48,2,7.03
2,48,4,9.96
2,48,8,3.91
2,48,16,3.94
2,48,32,4.94
2,48,64,5.61
2,48,128,23.04
2,48,256,22.18
2,48,512,27.33
2,48,1024,34.14
2,48,2048,57.70
2,48,4096,66.88
2,48,8192,89.07
2,48,16384,53.17
2,48,32768,61.25
2,48,65536,93.82
2,48,131072,160.45
2,48,262144,291.47
2,48,524288,563.17
2,48,1048576,1153.53
5,4,1,2.61
5,4,2,0.36
5,4,4,0.35
5,4,8,0.31
5,4,16,0.35
5,4,32,1.50
5,4,64,0.48
5,4,128,4.47
5,4,256,4.65
5,4,512,4.57
5,4,1024,5.12
5,4,2048,9.59
5,4,4096,13.69
5,4,8192,19.59
5,4,16384,8.26
5,4,32768,15.24
5,4,65536,25.58
5,4,131072,29.76
5,4,262144,52.74
5,4,524288,101.20
5,4,1048576,200.26
5,8,1,1.46
5,8,2,0.72
5,8,4,5.96
5,8,8,0.70
5,8,16,0.75
5,8,32,0.84
5,8,64,1.07
5,8,128,8.09
5,8,256,7.60
5,8,512,7.50
5,8,1024,14.35
5,8,2048,15.32
5,8,4096,22.84
5,8,8192,35.59
5,8,16384,13.76
5,8,32768,19.00
5,8,65536,30.42
5,8,131072,57.64
5,8,262144,106.40
5,8,524288,203.86
5,8,1048576,391.21
5,12,1,51.46
5,12,2,1.83
5,12,4,3.49
5,12,8,1.99
5,12,16,1.81
5,12,32,1.94
5,12,64,4.04
5,12,128,10.42
5,12,256,24.10
5,12,512,18.29
5,12,1024,19.41
5,12,2048,25.64
5,12,4096,34.80
5,12,8192,42.07
5,12,16384,17.98
5,12,32768,25.41
5,12,65536,40.87
5,12,131072,77.39
5,12,262144,141.23
5,12,524288,278.85
5,12,1048576,577.95
5,16,1,1.89
5,16,2,1.49
5,16,4,5.22
5,16,8,1.10
5,16,16,1.37
5,16,32,1.54
5,16,64,1.25
5,16,128,11.71
5,16,256,11.29
5,16,512,11.86
5,16,1024,14.09
5,16,2048,19.96
5,16,4096,33.61
5,16,8192,39.85
5,16,16384,23.32
5,16,32768,33.48
5,16,65536,55.49
5,16,131072,106.21
5,16,262144,197.91
5,16,524288,385.33
5,16,1048576,721.11
5,20,1,57.45
5,20,2,4.72
5,20,4,8.43
5,20,8,3.77
5,20,16,4.43
5,20,32,3.87
5,20,64,5.26
5,20,128,15.53
5,20,256,17.33
5,20,512,15.04
5,20,1024,19.65
5,20,2048,23.81
5,20,4096,41.20
5,20,8192,53.44
5,20,16384,29.57
5,20,32768,40.70
5,20,65536,70.99
5,20,131072,128.86
5,20,262144,243.71
5,20,524288,470.50
5,20,1048576,862.23
5,24,1,37.08
5,24,2,6.30
5,24,4,3.62
5,24,8,2.83
5,24,16,3.00
5,24,32,3.46
5,24,64,9.55
5,24,128,14.77
5,24,256,19.09
5,24,512,15.82
5,24,1024,20.43
5,24,2048,23.57
5,24,4096,45.06
5,24,8192,60.82
5,24,16384,32.62
5,24,32768,43.01
5,24,65536,72.71
5,24,131072,133.08
5,24,262144,251.91
5,24,524288,489.13
5,24,1048576,890.69
5,28,1,57.22
5,28,2,8.41
5,28,4,7.13
5,28,8,3.60
5,28,16,3.49
5,28,32,3.84
5,28,64,5.91
5,28,128,15.42
5,28,256,20.95
5,28,512,16.28
5,28,1024,22.31
5,28,2048,26.80
5,28,4096,48.11
5,28,8192,64.08
5,28,16384,34.97
5,28,32768,46.13
5,28,65536,81.08
5,28,131072,144.33
5,28,262144,271.38
5,28,524288,504.10
5,28,1048576,950.24
5,32,1,2738.04
5,32,2,6.78
5,32,4,4.54
5,32,8,2.63
5,32,16,2.56
5,32,32,2.94
5,32,64,4.95
5,32,128,15.09
5,32,256,15.15
5,32,512,19.40
5,32,1024,19.83
5,32,2048,35.93
5,32,4096,44.23
5,32,8192,60.10
5,32,16384,34.90
5,32,32768,46.45
5,32,65536,81.05
5,32,131072,147.00
5,32,262144,276.98
5,32,524288,540.98
5,32,1048576,1019.05
5,36,1,7784.83
5,36,2,10.09
5,36,4,7.76
5,36,8,5.64
5,36,16,3.83
5,36,32,4.47
5,36,64,6.22
5,36,128,17.97
5,36,256,17.14
5,36,512,30.29
5,36,1024,21.55
5,36,2048,38.29
5,36,4096,45.67
5,36,8192,60.56
5,36,16384,37.76
5,36,32768,48.65
5,36,65536,89.64
5,36,131072,173.99
5,36,262144,318.04
5,36,524288,639.93
5,36,1048576,1255.58
5,40,1,1463.49
5,40,2,13.63
5,40,4,6.89
5,40,8,5.38
5,40,16,3.94
5,40,32,4.02
5,40,64,7.01
5,40,128,17.40
5,40,256,16.85
5,40,512,21.53
5,40,1024,20.82
5,40,2048,37.95
5,40,4096,46.12
5,40,8192,60.54
5,40,16384,38.90
5,40,32768,57.29
5,40,65536,99.13
5,40,131072,209.34
5,40,262144,406.70
5,40,524288,812.85
5,40,1048576,1578.98
5,44,1,1901.50
5,44,2,17.48
5,44,4,7.49
5,44,8,4.52
5,44,16,3.48
5,44,32,3.83
5,44,64,6.10
5,44,128,16.73
5,44,256,16.22
5,44,512,20.79
5,44,1024,22.78
5,44,2048,38.06
5,44,4096,48.95
5,44,8192,62.07
5,44,16384,41.14
5,44,32768,56.40
5,44,65536,104.85
5,44,131072,219.08
5,44,262144,419.99
5,44,524288,853.55
5,44,1048576,1635.96
5,48,1,1706.78
5,48,2,11.97
5,48,4,7.06
5,48,8,3.13
5,48,16,3.43
5,48,32,4.04
5,48,64,5.99
5,48,128,17.10
5,48,256,17.17
5,48,512,22.70
5,48,1024,23.92
5,48,2048,41.46
5,48,4096,50.87
5,48,8192,65.13
5,48,16384,41.08
5,48,32768,62.70
5,48,65536,112.21
5,48,131072,223.10
5,48,262144,446.67
5,48,524288,873.05
5,48,1048576,1728.94
0,4,1,47.28
0,4,2,0.41
0,4,4,0.41
0,4,8,0.31
0,4,16,0.31
0,4,32,0.37
0,4,64,0.43
0,4,128,4.39
0,4,256,8.06
0,4,512,4.58
0,4,1024,4.73
0,4,2048,9.36
0,4,4096,14.85
0,4,8192,22.21
0,4,16384,6.48
0,4,32768,8.78
0,4,65536,15.63
0,4,131072,27.70
0,4,262144,49.04
0,4,524288,110.30
0,4,1048576,246.45
0,8,1,4.68
0,8,2,0.60
0,8,4,2.63
0,8,8,0.96
0,8,16,0.78
0,8,32,0.92
0,8,64,0.71
0,8,128,7.75
0,8,256,7.39
0,8,512,7.60
0,8,1024,11.54
0,8,2048,11.89
0,8,4096,25.55
0,8,8192,32.14
0,8,16384,14.12
0,8,32768,17.58
0,8,65536,30.91
0,8,131072,60.05
0,8,262144,129.09
0,8,524288,236.30
0,8,1048576,393.32
0,12,1,31.95
0,12,2,1.80
0,12,4,3.24
0,12,8,2.01
0,12,16,1.94
0,12,32,1.83
0,12,64,1.30
0,12,128,9.81
0,12,256,19.20
0,12,512,12.63
0,12,1024,13.63
0,12,2048,21.08
0,12,4096,31.20
0,12,8192,37.48
0,12,16384,14.87
0,12,32768,25.58
0,12,65536,45.98
0,12,131072,85.36
0,12,262144,170.95
0,12,524288,341.80
0,12,1048576,690.56
0,16,1,8.84
0,16,2,1.55
0,16,4,7.61
0,16,8,0.74
0,16,16,1.45
0,16,32,1.82
0,16,64,1.69
0,16,128,13.78
0,16,256,12.98
0,16,512,14.91
0,16,1024,15.04
0,16,2048,25.52
0,16,4096,33.01
0,16,8192,40.05
0,16,16384,21.67
0,16,32768,32.56
0,16,65536,62.13
0,16,131072,174.20
0,16,262144,233.24
0,16,524288,451.19
0,16,1048576,1171.36
0,20,1,58.15
0,20,2,2.79
0,20,4,5.16
0,20,8,3.56
0,20,16,3.86
0,20,32,2.39
0,20,64,2.82
0,20,128,14.96
0,20,256,20.69
0,20,512,14.72
0,20,1024,19.27
0,20,2048,25.15
0,20,4096,36.03
0,20,8192,45.86
0,20,16384,26.72
0,20,32768,43.38
0,20,65536,85.13
0,20,131072,157.13
0,20,262144,321.36
0,20,524288,625.07
0,20,1048576,1261.59
0,24,1,67.65
0,24,2,6.70
0,24,4,2.08
0,24,8,3.28
0,24,16,3.02
0,24,32,3.35
0,24,64,2.45
0,24,128,14.97
0,24,256,27.58
0,24,512,35.92
0,24,1024,22.38
0,24,2048,24.82
0,24,4096,42.35
0,24,8192,48.67
0,24,16384,29.23
0,24,32768,52.54
0,24,65536,87.35
0,24,131072,169.46
0,24,262144,331.48
0,24,524288,631.89
0,24,1048576,1050.82
0,28,1,43.10
0,28,2,2.44
0,28,4,1.13
0,28,8,1.91
0,28,16,2.07
0,28,32,2.12
0,28,64,2.89
0,28,128,15.42
0,28,256,24.49
0,28,512,15.56
0,28,1024,20.73
0,28,2048,20.95
0,28,4096,38.00
0,28,8192,51.00
0,28,16384,28.56
0,28,32768,51.23
0,28,65536,92.29
0,28,131072,174.81
0,28,262144,318.38
0,28,524288,651.25
0,28,1048576,1000.07
0,32,1,4195.47
0,32,2,6.18
0,32,4,2.00
0,32,8,1.77
0,32,16,1.99
0,32,32,2.12
0,32,64,4.28
0,32,128,11.77
0,32,256,12.55
0,32,512,14.76
0,32,1024,17.16
0,32,2048,64.63
0,32,4096,36.83
0,32,8192,53.59
0,32,16384,21.56
0,32,32768,44.53
0,32,65536,75.43
0,32,131072,151.18
0,32,262144,255.27
0,32,524288,529.49
0,32,1048576,940.32
0,36,1,455.52
0,36,2,7.53
0,36,4,5.53
0,36,8,4.63
0,36,16,4.65
0,36,32,4.72
0,36,64,6.19
0,36,128,16.23
0,36,256,17.22
0,36,512,20.38
0,36,1024,26.29
0,36,2048,63.60
0,36,4096,39.88
0,36,8192,56.09
0,36,16384,23.48
0,36,32768,35.05
0,36,65536,63.66
0,36,131072,146.22
0,36,262144,272.02
0,36,524288,471.17
0,36,1048576,801.09
0,40,1,2212.03
0,40,2,8.98
0,40,4,4.86
0,40,8,3.64
0,40,16,3.38
0,40,32,3.43
0,40,64,5.46
0,40,128,14.23
0,40,256,14.27
0,40,512,16.90
0,40,1024,18.29
0,40,2048,58.31
0,40,4096,36.82
0,40,8192,50.35
0,40,16384,24.26
0,40,32768,35.66
0,40,65536,63.12
0,40,131072,119.83
0,40,262144,248.82
0,40,524288,480.46
0,40,1048576,928.78
0,44,1,10.34
0,44,2,10.34
0,44,4,3.36
0,44,8,2.72
0,44,16,3.03
0,44,32,3.23
0,44,64,4.60
0,44,128,13.75
0,44,256,13.29
0,44,512,17.56
0,44,1024,18.68
0,44,2048,57.75
0,44,4096,38.16
0,44,8192,51.08
0,44,16384,25.95
0,44,32768,38.66
0,44,65536,65.91
0,44,131072,133.75
0,44,262144,275.09
0,44,524288,467.50
0,44,1048576,875.15
0,48,1,8.85
0,48,2,10.05
0,48,4,3.94
0,48,8,4.31
0,48,16,3.56
0,48,32,3.66
0,48,64,7.62
0,48,128,18.53
0,48,256,16.98
0,48,512,20.98
0,48,1024,23.35
0,48,2048,61.38
0,48,4096,44.55
0,48,8192,58.32
0,48,16384,25.23
0,48,32768,37.31
0,48,65536,66.53
0,48,131072,130.83
0,48,262144,278.03
0,48,524288,558.83
0,48,1048576,924.83
1,4,1,2.10
1,4,2,0.25
1,4,4,0.21
1,4,8,0.20
1,4,16,0.36
1,4,32,2.14
1,4,64,0.45
1,4,128,5.69
1,4,256,7.41
1,4,512,5.08
1,4,1024,5.71
1,4,2048,9.54
1,4,4096,14.80
1,4,8192,20.35
1,4,16384,5.87
1,4,32768,9.80
1,4,65536,15.78
1,4,131072,27.98
1,4,262144,57.81
1,4,524288,111.80
1,4,1048576,243.33
1,8,1,1.04
1,8,2,0.84
1,8,4,3.10
1,8,8,0.84
1,8,16,0.94
1,8,32,1.33
1,8,64,1.14
1,8,128,10.38
1,8,256,10.95
1,8,512,10.14
1,8,1024,17.40
1,8,2048,18.15
1,8,4096,28.42
1,8,8192,38.88
1,8,16384,9.38
1,8,32768,18.00
1,8,65536,30.56
1,8,131072,56.92
1,8,262144,116.21
1,8,524288,215.37
1,8,1048576,377.75
1,12,1,32.61
1,12,2,1.96
1,12,4,4.67
1,12,8,1.83
1,12,16,1.85
1,12,32,2.67
1,12,64,1.37
1,12,128,14.90
1,12,256,29.49
1,12,512,25.08
1,12,1024,28.17
1,12,2048,33.23
1,12,4096,44.72
1,12,8192,55.16
1,12,16384,14.67
1,12,32768,22.86
1,12,65536,44.21
1,12,131072,90.42
1,12,262144,171.90
1,12,524288,317.54
1,12,1048576,647.57
1,16,1,1.45
1,16,2,1.37
1,16,4,9.30
1,16,8,0.55
1,16,16,1.86
1,16,32,2.29
1,16,64,3.46
1,16,128,19.98
1,16,256,20.14
1,16,512,21.98
1,16,1024,21.38
1,16,2048,31.17
1,16,4096,55.03
1,16,8192,66.99
1,16,16384,24.34
1,16,32768,38.51
1,16,65536,73.48
1,16,131072,158.04
1,16,262144,306.69
1,16,524288,599.62
1,16,1048576,1096.29
1,20,1,55.20
1,20,2,10.93
1,20,4,7.48
1,20,8,3.09
1,20,16,3.82
1,20,32,4.56
1,20,64,3.19
1,20,128,26.21
1,20,256,30.42
1,20,512,29.06
1,20,1024,35.30
1,20,2048,42.14
1,20,4096,72.18
1,20,8192,91.70
1,20,16384,23.38
1,20,32768,49.22
1,20,65536,85.43
1,20,131072,211.36
1,20,262144,426.12
1,20,524288,768.76
1,20,1048576,1380.94
1,24,1,39.02
1,24,2,11.74
1,24,4,2.58
1,24,8,3.33
1,24,16,3.46
1,24,32,3.39
1,24,64,2.70
1,24,128,31.24
1,24,256,38.18
1,24,512,33.90
1,24,1024,45.43
1,24,2048,52.04
1,24,4096,93.23
1,24,8192,119.40
1,24,16384,31.11
1,24,32768,60.58
1,24,65536,113.68
1,24,131072,263.14
1,24,262144,518.83
1,24,524288,1056.17
1,24,1048576,2047.77
1,28,1,31.10
1,28,2,15.26
1,28,4,6.01
1,28,8,3.85
1,28,16,4.54
1,28,32,5.13
1,28,64,2.39
1,28,128,39.45
1,28,256,46.87
1,28,512,39.23
1,28,1024,60.23
1,28,2048,61.06
1,28,4096,108.51
1,28,8192,136.41
1,28,16384,36.62
1,28,32768,58.88
1,28,65536,104.16
1,28,131072,203.46
1,28,262144,453.46
1,28,524288,741.15
1,28,1048576,1424.03
1,32,1,6.96
1,32,2,7.46
1,32,4,14.97
1,32,8,3.57
1,32,16,3.29
1,32,32,3.21
1,32,64,6.06
1,32,128,38.48
1,32,256,38.41
1,32,512,46.51
1,32,1024,53.54
1,32,2048,77.36
1,32,4096,113.87
1,32,8192,145.80
1,32,16384,27.70
1,32,32768,50.41
1,32,65536,114.26
1,32,131072,206.83
1,32,262144,418.97
1,32,524288,837.68
1,32,1048576,1541.01
1,36,1,6.34
1,36,2,4.84
1,36,4,14.20
1,36,8,3.11
1,36,16,5.03
1,36,32,5.33
1,36,64,10.23
1,36,128,42.60
1,36,256,46.69
1,36,512,49.98
1,36,1024,58.79
1,36,2048,83.08
1,36,4096,113.77
1,36,8192,154.77
1,36,16384,33.25
1,36,32768,58.21
1,36,65536,116.30
1,36,131072,202.82
1,36,262144,382.45
1,36,524288,868.03
1,36,1048576,1604.66
1,40,1,5.38
1,40,2,11.36
1,40,4,14.70
1,40,8,4.47
1,40,16,4.34
1,40,32,5.54
1,40,64,8.15
1,40,128,45.83
1,40,256,43.43
1,40,512,57.68
1,40,1024,61.48
1,40,2048,86.74
1,40,4096,123.77
1,40,8192,163.14
1,40,16384,33.23
1,40,32768,63.08
1,40,65536,119.04
1,40,131072,216.55
1,40,262144,410.27
1,40,524288,850.15
1,40,1048576,1656.80
1,44,1,5.66
1,44,2,14.89
1,44,4,14.44
1,44,8,5.16
1,44,16,4.89
1,44,32,5.49
1,44,64,12.44
1,44,128,46.36
1,44,256,46.93
1,44,512,57.34
1,44,1024,71.06
1,44,2048,96.21
1,44,4096,129.78
1,44,8192,171.63
1,44,16384,36.90
1,44,32768,69.41
1,44,65536,129.67
1,44,131072,225.14
1,44,262144,452.62
1,44,524288,884.67
1,44,1048576,1772.97
1,48,1,6.38
1,48,2,14.35
1,48,4,16.54
1,48,8,6.22
1,48,16,5.48
1,48,32,5.56
1,48,64,11.49
1,48,128,53.75
1,48,256,47.01
1,48,512,53.76
1,48,1024,71.83
1,48,2048,104.44
1,48,4096,131.98
1,48,8192,181.76
1,48,16384,40.56
1,48,32768,77.40
1,48,65536,148.02
1,48,131072,239.87
1,48,262144,516.29
1,48,524288,907.62
1,48,1048576,1891.27
2,4,1,2.10
2,4,2,0.31
2,4,4,0.24
2,4,8,0.37
2,4,16,0.21
2,4,32,0.45
2,4,64,0.26
2,4,128,4.91
2,4,256,7.77
2,4,512,5.09
2,4,1024,5.78
2,4,2048,9.65
2,4,4096,18.20
2,4,8192,22.20
2,4,16384,6.40
2,4,32768,9.54
2,4,65536,13.40
2,4,131072,31.50
2,4,262144,59.48
2,4,524288,112.90
2,4,1048576,202.93
2,8,1,1.12
2,8,2,2.57
2,8,4,3.16
2,8,8,1.68
2,8,16,0.56
2,8,32,0.66
2,8,64,0.80
2,8,128,7.73
2,8,256,7.85
2,8,512,7.76
2,8,1024,12.84
2,8,2048,14.21
2,8,4096,23.92
2,8,8192,30.12
2,8,16384,14.10
2,8,32768,17.65
2,8,65536,29.00
2,8,131072,55.41
2,8,262144,107.32
2,8,524288,203.92
2,8,1048576,401.69
2,12,1,32.43
2,12,2,1.87
2,12,4,3.50
2,12,8,1.69
2,12,16,1.73
2,12,32,1.85
2,12,64,2.54
2,12,128,11.25
2,12,256,19.88
2,12,512,17.19
2,12,1024,15.70
2,12,2048,21.52
2,12,4096,33.48
2,12,8192,38.16
2,12,16384,17.94
2,12,32768,24.27
2,12,65536,39.33
2,12,131072,68.40
2,12,262144,130.59
2,12,524288,258.82
2,12,1048576,521.66
2,16,1,5.84
2,16,2,5.02
2,16,4,6.15
2,16,8,2.17
2,16,16,1.67
2,16,32,1.90
2,16,64,1.26
2,16,128,11.70
2,16,256,10.78
2,16,512,11.59
2,16,1024,12.40
2,16,2048,20.75
2,16,4096,34.45
2,16,8192,40.24
2,16,16384,27.31
2,16,32768,32.00
2,16,65536,53.78
2,16,131072,94.94
2,16,262144,198.26
2,16,524288,387.98
2,16,1048576,712.49
2,20,1,59.59
2,20,2,5.38
2,20,4,5.18
2,20,8,4.03
2,20,16,4.35
2,20,32,4.42
2,20,64,4.87
2,20,128,15.06
2,20,256,19.72
2,20,512,15.46
2,20,1024,21.46
2,20,2048,25.24
2,20,4096,46.61
2,20,8192,52.39
2,20,16384,28.15
2,20,32768,40.78
2,20,65536,68.96
2,20,131072,127.69
2,20,262144,240.98
2,20,524288,456.85
2,20,1048576,849.32
2,24,1,45.11
2,24,2,9.53
2,24,4,4.88
2,24,8,4.04
2,24,16,4.26
2,24,32,3.94
2,24,64,7.01
2,24,128,16.67
2,24,256,23.54
2,24,512,16.44
2,24,1024,24.21
2,24,2048,27.11
2,24,4096,51.04
2,24,8192,63.17
2,24,16384,37.43
2,24,32768,42.93
2,24,65536,75.64
2,24,131072,149.89
2,24,262144,252.44
2,24,524288,540.05
2,24,1048576,1011.59
2,28,1,282.83
2,28,2,7.25
2,28,4,5.92
2,28,8,3.79
2,28,16,4.13
2,28,32,3.97
2,28,64,5.82
2,28,128,20.99
2,28,256,28.10
2,28,512,20.25
2,28,1024,28.34
2,28,2048,34.56
2,28,4096,58.23
2,28,8192,71.32
2,28,16384,39.44
2,28,32768,52.75
2,28,65536,84.57
2,28,131072,142.55
2,28,262144,273.55
2,28,524288,528.84
2,28,1048576,1004.14
2,32,1,3057.07
2,32,2,5.99
2,32,4,7.94
2,32,8,3.14
2,32,16,2.78
2,32,32,2.45
2,32,64,4.12
2,32,128,19.18
2,32,256,18.36
2,32,512,20.46
2,32,1024,24.53
2,32,2048,43.33
2,32,4096,50.66
2,32,8192,68.01
2,32,16384,38.29
2,32,32768,45.49
2,32,65536,83.91
2,32,131072,146.35
2,32,262144,258.63
2,32,524288,484.74
2,32,1048576,957.68
2,36,1,7340.75
2,36,2,9.09
2,36,4,11.38
2,36,8,5.23
2,36,16,4.12
2,36,32,4.49
2,36,64,5.21
2,36,128,21.21
2,36,256,19.09
2,36,512,22.51
2,36,1024,28.43
2,36,2048,45.09
2,36,4096,56.25
2,36,8192,74.47
2,36,16384,45.52
2,36,32768,53.96
2,36,65536,85.73
2,36,131072,158.87
2,36,262144,288.65
2,36,524288,509.53
2,36,1048576,990.24
2,40,1,9347.25
2,40,2,6.56
2,40,4,11.46
2,40,8,5.27
2,40,16,3.87
2,40,32,4.31
2,40,64,5.32
2,40,128,21.45
2,40,256,20.56
2,40,512,24.58
2,40,1024,30.68
2,40,2048,50.12
2,40,4096,69.38
2,40,8192,80.08
2,40,16384,48.24
2,40,32768,59.41
2,40,65536,99.25
2,40,131072,160.75
2,40,262144,298.55
2,40,524288,548.70
2,40,1048576,1082.70
2,44,1,2310.97
2,44,2,6.18
2,44,4,11.01
2,44,8,8.25
2,44,16,3.90
2,44,32,4.29
2,44,64,5.37
2,44,128,22.66
2,44,256,22.09
2,44,512,27.79
2,44,1024,31.71
2,44,2048,51.60
2,44,4096,65.74
2,44,8192,90.56
2,44,16384,49.29
2,44,32768,61.28
2,44,65536,97.47
2,44,131072,170.31
2,44,262144,296.41
2,44,524288,614.35
2,44,1048576,1216.10
2,48,1,6070.67
2,48,2,11.52
2,48,4,9.85
2,48,8,4.88
2,48,16,3.85
2,48,32,4.70
2,48,64,5.85
2,48,128,24.88
2,48,256,22.10
2,48,512,27.36
2,48,1024,35.84
2,48,2048,52.39
2,48,4096,68.86
2,48,8192,91.45
2,48,16384,56.75
2,48,32768,71.38
2,48,65536,96.04
2,48,131072,163.96
2,48,262144,296.21
2,48,524288,580.21
2,48,1048576,1169.45
5,4,1,1.68
5,4,2,0.43
5,4,4,0.29
5,4,8,0.35
5,4,16,0.34
5,4,32,0.39
5,4,64,0.55
5,4,128,4.53
5,4,256,7.78
5,4,512,5.08
5,4,1024,10.01
5,4,2048,9.46
5,4,4096,17.07
5,4,8192,19.24
5,4,16384,8.69
5,4,32768,12.94
5,4,65536,19.97
5,4,131072,29.48
5,4,262144,52.52
5,4,524288,99.74
5,4,1048576,196.10
5,8,1,3.67
5,8,2,0.70
5,8,4,3.69
5,8,8,0.62
5,8,16,0.73
5,8,32,0.91
5,8,64,1.00
5,8,128,8.51
5,8,256,8.02
5,8,512,8.12
5,8,1024,14.44
5,8,2048,15.67
5,8,4096,23.40
5,8,8192,34.17
5,8,16384,13.91
5,8,32768,19.56
5,8,65536,31.69
5,8,131072,54.19
5,8,262144,112.91
5,8,524288,201.66
5,8,1048576,412.64
5,12,1,32.00
5,12,2,1.75
5,12,4,5.05
5,12,8,1.84
5,12,16,1.75
5,12,32,1.76
5,12,64,2.99
5,12,128,9.65
5,12,256,23.13
5,12,512,18.26
5,12,1024,18.96
5,12,2048,30.02
5,12,4096,30.97
5,12,8192,40.44
5,12,16384,17.53
5,12,32768,24.01
5,12,65536,42.17
5,12,131072,70.46
5,12,262144,131.19
5,12,524288,265.60
5,12,1048576,534.30
5,16,1,22.83
5,16,2,2.28
5,16,4,6.58
5,16,8,4.47
5,16,16,1.94
5,16,32,2.34
5,16,64,2.17
5,16,128,20.57
5,16,256,18.96
5,16,512,18.07
5,16,1024,21.24
5,16,2048,29.26
5,16,4096,56.11
5,16,8192,64.26
5,16,16384,29.67
5,16,32768,37.15
5,16,65536,62.57
5,16,131072,117.69
5,16,262144,219.75
5,16,524288,426.60
5,16,1048576,755.15
5,20,1,64.00
5,20,2,11.21
5,20,4,3.63
5,20,8,2.93
5,20,16,3.64
5,20,32,3.89
5,20,64,5.34
5,20,128,14.23
5,20,256,16.76
5,20,512,13.94
5,20,1024,19.13
5,20,2048,24.36
5,20,4096,40.02
5,20,8192,51.46
5,20,16384,28.54
5,20,32768,40.06
5,20,65536,69.46
5,20,131072,127.50
5,20,262144,245.98
5,20,524288,476.90
5,20,1048576,862.80
5,24,1,35.88
5,24,2,7.54
5,24,4,3.69
5,24,8,3.45
5,24,16,3.67
5,24,32,3.84
5,24,64,4.71
5,24,128,14.82
5,24,256,18.41
5,24,512,15.29
5,24,1024,20.52
5,24,2048,22.39
5,24,4096,43.55
5,24,8192,58.01
5,24,16384,29.41
5,24,32768,43.23
5,24,65536,72.09
5,24,131072,143.41
5,24,262144,246.72
5,24,524288,478.51
5,24,1048576,910.68
5,28,1,60.09
5,28,2,8.00
5,28,4,4.16
5,28,8,3.57
5,28,16,3.53
5,28,32,3.14
5,28,64,4.76
5,28,128,17.16
5,28,256,21.77
5,28,512,16.28
5,28,1024,22.32
5,28,2048,24.81
5,28,4096,49.03
5,28,8192,63.78
5,28,16384,34.28
5,28,32768,48.61
